-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2020|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2020||||||||||||
||Januari|202001|Mei|202005|September|202009|||||||
||Februari|202002|Juni|202006|Oktober|202010|||||||
||Maart|202003|Juli|202007|November|202011|||||||
||April|202004|Augustus|202008|December|202012|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------202001----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2020|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Tong|158374|2093719,939999998|76867|1041232,1799999996|78727|1012967,1100000001|2780|39520,650000000016|
Tarbot|17631|151211,75999999986|3621|36818,26|13409|108962,56000000001|601|5430,94|
Griet|5264|47346,44000000002|1615|15051,02|2920|25557,45|729|6737,97|
Tongschar|12191|39187,370000000024|4971|17753,05|6719|19519,78|501|1914,5399999999997|
Schartong|54675|60430,64|36360|37698,19|18315|22732,450000000008|-|-|
Heilbot|252|2834,54|50|607,0899999999999|202|2227,4499999999994|-|-|
Hondstong|4543|8527,079999999996|2213|3969,1000000000004|2330|4557,98|-|-|
Rog|70508|170340,94000000003|31928|58393,36000000003|36827|106895,38000000005|1753|5052,199999999999|
Rode poon|9533|17643,579999999998|4770|10011,990000000003|4663|7349,309999999999|100|282,28000000000003|
Grauwe poon|2831|1222,1599999999999|1603|728,47|1228|493,68999999999994|-|-|
Engelse poon|1287|806,27|655|409,08000000000004|537|337,45000000000005|95|59,74|
Zeewolf|188|774,8399999999999|94|399,24|94|375,6|-|-|
Zeeduivel|23821|222239,96000000005|14174|129327,1|9300|88708,90000000001|347|4203,96|
Kongeraal|966|1491,8300000000004|363|669,3599999999999|576|774,1400000000001|27|48,33|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|6077|16705,17|2898|9425,79|3176|7278,690000000001|3|0,6900000000000001|
Zeebaars|555|6747,979999999998|190|2007,7799999999997|301|3876,7700000000004|64|863,4300000000002|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|22772|15111,89|10788|6612,47|9796|7196,860000000001|2188|1302,56|
Zandhaai|118|25,53|63|13,020000000000001|21|4,41|34|8,1|
Andere soorten|10227|30463,35000000003|4876|13187,419999999996|5153|16602,339999999993|198|673,59|
|||||||||
Pelagische vis :|||||||||
Totaal|4217|5178,27|3778|4701,2300000000005|316|456,67|123|20,369999999999997|
Horsmakereel|1421|715,1|1130|600,5500000000001|168|94,18|123|20,369999999999997|
Haring|-|-|-|-|-|-|-|-|
Makreel|2784|4391,29|2636|4028,8|148|362,49|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|12|71,88|12|71,88|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|85545|371974,16|32328|136009,08000000002|41794|187118,61999999997|11423|48846,45999999999|
Garnaal|18276|125757,6|11054|72419,8|2810|16752,87|4412|36584,93|
Langoestine geheel|18448|136779,04|2944|27512,860000000004|15504|109266,18000000002|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|3026|16833,600000000002|1123|6468,740000000001|1820|10017,030000000002|83|347,83000000000004|
Zeekreeft|230|2247,54|66|706,71|164|1540,83|-|-|
Andere schaaldieren|471|749,6999999999999|106|204,43|311|499,34000000000003|54|45,93|
Schelpen|10129|12672,11|3860|4635,98|5919|7402,930000000001|350|633,2|
Inktvis|29139|68786,51|12907|23834,340000000004|15130|41497,07999999999|1102|3455,0899999999997|
Wulk|5826|8148,06|268|226,22|136|142,36|5422|7779,48|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202007----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juli 2020|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1065126|5447216,709999999|557453|2936133,0000000014|482914|2392600,8299999963|24759|118482,87999999998|
|||||||||
Bodemvissen :|||||||||
Totaal|940305|4981152,259999999|483169|2652379,8800000013|442942|2262910,3899999964|14194|65861,98999999999|
Schelvis|9625|16563,479999999996|5704|9503,08|3921|7060,399999999999|-|-|
Kabeljauw|2008|7292,729999999999|1184|4344,97|816|2920,35|8|27,41|
Koolvis|19|18,25|12|13,94|7|4,3100000000000005|-|-|
Wijting|4453|9174,349999999995|3297|6786,670000000002|1059|2206,27|97|181,40999999999997|
Pollak|427|1625,0299999999995|340|1329,3400000000006|87|295,69|-|-|
Leng|1438|2629,1800000000007|827|1557,66|611|1071,52|-|-|
Heek|6498|9737,179999999995|3085|5141,32|3413|4595,86|-|-|
Steenbolk|4692|2656,8900000000003|2753|1649,56|1785|932,85|154|74,48|
Schol|204673|447645,66999999987|76307|178115,3599999999|123826|256982,7600000001|4540|12547,550000000001|
Bot|10032|4853,359999999999|6806|3160,1600000000003|2408|931,61|818|761,59|
Schar|9056|4627,2|5846|2923,18|3160|1652,2900000000002|50|51,730000000000004|
Tong|285590|3274917,339999997|156614|1816560,3000000021|126286|1427362,1099999968|2690|30994,929999999993|
Tarbot|23365|238011,43999999992|8648|102686,40999999996|13921|128398,4299999999|796|6926,5999999999985|
Griet|11108|92778,16999999995|4943|46299,45999999997|5642|42214,38000000002|523|4264,33|
Tongschar|23559|74095,96000000004|12347|37941,93000000001|10633|34305,03000000002|579|1849|
Schartong|101798|94413,04999999997|54566|45359,02|47232|49054,02999999997|-|-|
Heilbot|210|2752,98|113|1481,0900000000001|97|1271,8899999999999|-|-|
Hondstong|5720|7857,330000000003|3609|5631,8|2111|2225,5299999999997|-|-|
Rog|111201|199024,03999999992|68753|129272,31999999988|40470|66686,24999999997|1978|3065,4699999999993|
Rode poon|16211|20303,039999999986|8337|10498,89|7576|8988,44|298|815,71|
Grauwe poon|7799|3093,5699999999993|4472|1836,2499999999998|3327|1257,3200000000002|-|-|
Engelse poon|2363|852,0699999999999|1110|399,0500000000001|973|315,24|280|137,77999999999997|
Zeewolf|40|127,37999999999998|15|47,71|25|79,66999999999999|-|-|
Zeeduivel|47531|391361,87000000046|23711|195521,9|23559|192912,75000000003|261|2927,22|
Kongeraal|1258|1469,6899999999994|664|717,1200000000002|594|752,5699999999999|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|6258|15180,37|2786|7903,88|3446|7264,059999999999|26|12,43|
Zeebaars|563|5510,58|428|4230,629999999999|113|954,6299999999998|22|325,32000000000005|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|32952|13969,210000000001|19968|9334,609999999999|12088|4407,469999999999|896|227,13|
Zandhaai|242|56,620000000000005|174|37,04|29|11,78|39|7,800000000000001|
Andere soorten|9616|38554,230000000025|5750|22095,23000000001|3727|15794,900000000003|139|664,1|
|||||||||
Pelagische vis :|||||||||
Totaal|458|331,58|57|44,29|36|74,56|365|212,73000000000002|
Horsmakereel|382|121,20000000000002|55|40,29|14|12,18|313|68,73|
Haring|-|-|-|-|-|-|-|-|
Makreel|66|185,57999999999998|2|4|22|62,38|42|119,2|
Sprot|10|24,8|-|-|-|-|10|24,8|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|124363|465732,86999999994|74227|283708,83|39936|129615,87999999999|10200|52408,159999999996|
Garnaal|32302|185453,15999999997|23860|127219,92|3151|18834,579999999998|5291|39398,659999999996|
Langoestine geheel|20971|145150,9|11221|82036,89|9750|63114,00999999999|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|7540|21388,42000000001|3778|10972,73|3611|9763,96|151|651,73|
Zeekreeft|471|3755,3099999999995|237|1908,61|234|1846,7000000000003|-|-|
Andere schaaldieren|239|349,53000000000003|126|185,60000000000002|69|54,9|44|109,03|
Schelpen|15696|13506,210000000001|10377|9991,66|4851|2696,7000000000003|468|817,85|
Inktvis|42407|91498,34999999998|22468|50621,670000000006|17748|33076,82|2191|7799,86|
Wulk|4737|4630,990000000001|2160|771,7500000000001|522|228,21|2055|3631,0299999999997|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202008----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Augustus 2020|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1018189|4685691,039999996|429592|2153995,6300000013|555973|2387568,1100000003|32624|144127,3|
|||||||||
Bodemvissen :|||||||||
Totaal|876298|4226625,179999996|366127|1950228,8600000013|497316|2207862,0000000005|12855|68534,31999999999|
Schelvis|4542|7641,84|2420|3427,6099999999988|2122|4214,2300000000005|-|-|
Kabeljauw|8295|24432,33999999999|884|2863,72|7408|21563,329999999987|3|5,29|
Koolvis|102|107,11999999999999|4|6|98|101,11999999999999|-|-|
Wijting|2536|4862,469999999999|1605|3165,0700000000015|917|1690,1999999999996|14|7,2|
Pollak|294|1201,6799999999998|33|121,66|261|1080,02|-|-|
Leng|1170|2191,01|564|1143,81|606|1047,2000000000003|-|-|
Heek|8551|12795,760000000002|2507|3292,4200000000005|6044|9503,340000000002|-|-|
Steenbolk|3459|1674,3600000000004|1107|689,5699999999999|2287|960,7999999999998|65|23,990000000000002|
Schol|233186|524907,4499999997|51584|126405,22999999998|179924|394751,19|1678|3751,03|
Bot|8216|3926,7400000000007|2952|1191,0800000000002|3154|1272,76|2110|1462,8999999999999|
Schar|21467|10242,099999999999|6654|2875,3800000000006|14703|7291,180000000002|110|75,53999999999999|
Tong|218666|2497112,689999996|108392|1274693,730000001|105748|1174306,3900000001|4526|48112,57|
Tarbot|27161|277541,84000000014|8632|104629,45999999995|17905|167430,87000000014|624|5481,51|
Griet|14928|110481,02999999994|6388|53032,83000000002|8048|54405,789999999986|492|3042,41|
Tongschar|18083|55271,900000000045|7986|24115,50000000001|9933|30592,109999999997|164|564,29|
Schartong|61007|66609,78000000001|33480|37793,74|27527|28816,040000000008|-|-|
Heilbot|271|2828,35|19|254,77|252|2573,58|-|-|
Hondstong|3200|4083,6900000000005|2032|2191,100000000001|1168|1892,59|-|-|
Rog|132671|203281,13999999998|77452|112238,6499999999|53136|87114,31999999999|2083|3928,170000000001|
Rode poon|15957|15592,039999999999|5722|6643,530000000001|9959|8528,749999999998|276|419,76|
Grauwe poon|4694|1547,0800000000002|1730|464,44|2964|1082,6400000000003|-|-|
Engelse poon|2392|706,1899999999999|945|268,53|1285|360,08000000000004|162|77,58|
Zeewolf|389|1354,07|1|2,8|388|1351,27|-|-|
Zeeduivel|36481|318710,41|16697|151968,06000000003|19771|166585,15000000008|13|157,2|
Kongeraal|1301|1678,7099999999996|713|993,2399999999999|561|652,53|27|32,94|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|1000|2972,0299999999984|459|1587,86|527|1326,2199999999998|14|57,949999999999996|
Zeebaars|1220|12671,979999999998|718|7365,959999999998|427|4506,79|75|799,2299999999999|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|29472|11764,840000000004|18114|5468,5999999999985|11148|6216,44|210|79,8|
Zandhaai|296|106,97|167|74,53|28|11,04|101|21,4|
Andere soorten|15291|48327,56999999998|6166|21259,980000000003|9017|26634,02999999999|108|433,56000000000006|
|||||||||
Pelagische vis :|||||||||
Totaal|75|64,12|23|6,1|21|36,69|31|21,33|
Horsmakereel|45|15,030000000000001|22|5,62|3|0,51|20|8,9|
Haring|-|-|-|-|-|-|-|-|
Makreel|23|38,66|1|0,48|18|36,18|4|2|
Sprot|7|10,43|-|-|-|-|7|10,43|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|141816|459001,73999999993|63442|203760,66999999998|58636|179669,41999999998|19738|75571,65|
Garnaal|47315|192371,24999999997|20911|90985,19999999997|13793|43759,06999999999|12611|57626,98|
Langoestine geheel|19437|128162,36000000002|8775|64348,479999999996|10662|63813,880000000005|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|6880|16756,090000000004|3428|8169,919999999997|3220|8150,920000000002|232|435,25|
Zeekreeft|272|2261,74|154|1574,6999999999998|118|687,04|-|-|
Andere schaaldieren|235|257,65999999999997|142|188,73|68|56,42999999999999|25|12,5|
Schelpen|15526|12292,82|9712|7092,200000000001|5188|4396,969999999999|626|803,6500000000001|
Inktvis|48046|102743,83999999997|19430|30990,15|24981|58488,18|3635|13265,51|
Wulk|4105|4155,9800000000005|890|411,29|606|316,92999999999995|2609|3427,7599999999998|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202009----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - September 2020|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1136598|4932876,700000001|541855|2483282,6|551946|2289141,279999999|42797|160452,82|
|||||||||
Bodemvissen :|||||||||
Totaal|962643|4382774,180000002|451870|2198704|496393|2132354,529999999|14380|51715,649999999994|
Schelvis|4781|8298,320000000002|2114|4335,580000000002|2667|3962,74|-|-|
Kabeljauw|19027|57903,95999999999|12861|38417,409999999996|6136|19425,329999999994|30|61,220000000000006|
Koolvis|93|114,59999999999998|26|32,18|67|82,42|-|-|
Wijting|6346|12354,49|3659|7617,4900000000025|2578|4665,01|109|71,99|
Pollak|363|1632,8999999999999|230|1028,57|133|604,3300000000002|-|-|
Leng|1619|3493,5699999999997|824|1960,8700000000006|795|1532,7000000000003|-|-|
Heek|3771|8404,960000000003|1678|4234,370000000001|2093|4170,589999999999|-|-|
Steenbolk|1850|1326,5899999999995|1020|807,44|805|510,54999999999995|25|8,6|
Schol|239560|577545,15|98309|243178,12999999992|138846|328657,49000000005|2405|5709,530000000001|
Bot|17543|8411,120000000003|10109|3954,26|3521|1235,33|3913|3221,5300000000007|
Schar|12483|5981,980000000002|5552|2856,12|6261|2712,11|670|413,7500000000001|
Tong|202541|2233281,240000003|106430|1182234,5499999989|93167|1020259,4299999995|2944|30787,260000000006|
Tarbot|36320|324545,7399999996|12810|130515,13000000005|23106|191054,01999999996|404|2976,5899999999997|
Griet|22426|146930,48000000004|9963|75237,95000000001|12022|69531,71|441|2160,8199999999997|
Tongschar|23736|76209,83999999998|12634|41229,12|10898|34293,9|204|686,8199999999999|
Schartong|48979|126023,29999999996|20746|52141,729999999996|28233|73881,56999999999|-|-|
Heilbot|57|661,3299999999999|2|22,08|55|639,25|-|-|
Hondstong|2763|4196,35|577|1024,62|2186|3171,7299999999996|-|-|
Rog|180429|274370,82999999996|76124|135269,99|102665|136346,48000000004|1640|2754,3599999999997|
Rode poon|19892|24260,449999999997|11398|14093,609999999999|8122|9749,409999999994|372|417,42999999999995|
Grauwe poon|2055|616,9799999999999|946|274,08000000000004|1109|342,9|-|-|
Engelse poon|3050|1342,6399999999996|1723|841,1300000000003|1092|426,65|235|74,86|
Zeewolf|740|2719,48|249|1111,08|491|1608,3999999999999|-|-|
Zeeduivel|34685|304884,7700000001|16251|151594,61000000007|18412|152985,94999999995|22|304,21000000000004|
Kongeraal|978|1228,42|503|662,9800000000001|475|565,4399999999998|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|33302|95018,00999999994|21156|60181,500000000015|12104|34730,98|42|105,53|
Zeebaars|1337|12002,21|877|7679,969999999999|381|3674,250000000001|79|647,9899999999999|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|27656|16076,389999999998|16084|9510,480000000001|11386|6425,710000000001|186|140,20000000000002|
Zandhaai|1029|355,02|434|202,96|220|61,63999999999999|375|90,42|
Andere soorten|13232|52583,06|6581|26454,010000000024|6367|25046,509999999995|284|1082,54|
|||||||||
Pelagische vis :|||||||||
Totaal|4627|9227,420000000002|3272|6590,889999999999|1338|2586,44|17|50,09|
Horsmakereel|1200|1040,7900000000002|1015|792,75|185|248,03999999999996|-|-|
Haring|2|2,08|2|2,08|-|-|-|-|
Makreel|3422|8174,230000000001|2252|5785,74|1153|2338,4|17|50,09|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|3|10,32|3|10,32|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|169328|540875,1|86713|277987,71|54215|154200,31|28400|108687,08000000002|
Garnaal|65761|254842,29000000007|35581|130305,58999999998|10681|38616,509999999995|19499|85920,19000000002|
Langoestine geheel|24931|134886,81|12071|69466,66000000002|12860|65420,15000000001|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|13805|19105,71999999999|7425|10326,420000000002|6293|8726,7|87|52,6|
Zeekreeft|316|2330,45|164|1582,3999999999996|152|748,05|-|-|
Andere schaaldieren|297|338,99|156|196,17000000000002|78|67,01|63|75,81|
Schelpen|14419|22718,170000000006|7777|14177,41|5794|5895,409999999999|848|2645,35|
Inktvis|45181|104963,65999999996|21505|51205,51|15850|33875,99000000002|7826|19882,159999999996|
Wulk|4618|1689,0100000000002|2034|727,55|2507|850,49|77|110,97|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202010----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Oktober 2020|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1241210|4704797,15|525785|1934208,7399999995|689013|2679589,76|26412|90998,64999999997|
|||||||||
Bodemvissen :|||||||||
Totaal|1028333|4007615,3200000003|430385|1638187,1499999994|590107|2355042,44|7841|14385,73|
Schelvis|8779|9789,759999999995|3695|3730,699999999999|5084|6059,059999999998|-|-|
Kabeljauw|95444|273810,2199999999|46568|133836,21000000002|48824|139869,86000000002|52|104,15000000000002|
Koolvis|406|351,54999999999995|199|185,07000000000002|207|166,48|-|-|
Wijting|43516|43034,70000000001|17345|17725,609999999997|24258|24211,670000000002|1913|1097,4199999999998|
Pollak|2790|9727,440000000002|1161|3975,1800000000007|1629|5752,26|-|-|
Leng|2635|4848,080000000001|971|1846,1700000000003|1664|3001,9100000000003|-|-|
Heek|5240|10022,180000000004|1975|4134,140000000001|3265|5888,039999999995|-|-|
Steenbolk|5678|3312,260000000001|3826|2232,5699999999997|1839|1077,74|13|1,95|
Schol|222617|568140,8900000002|89999|228599,55000000005|132087|338512,1500000003|531|1029,1899999999998|
Bot|4142|1657,02|1344|493,53999999999996|653|200,41000000000003|2145|963,0699999999999|
Schar|14783|9783,080000000002|6488|4447,009999999998|6759|4590,85|1536|745,2199999999998|
Tong|145242|1581019,32|62421|658352,1399999999|82180|915428,4199999998|641|7238,759999999998|
Tarbot|25063|222492,14000000025|9193|83177,13000000003|15784|138572,51999999987|86|742,4899999999998|
Griet|17405|121757,22999999995|7005|49328,560000000005|10363|72154,17999999996|37|274,49|
Tongschar|67531|222446,38999999996|30141|101082,24|37357|121260,89000000001|33|103,25999999999999|
Schartong|33175|96988,02|4336|12458,739999999998|28839|84529,28000000001|-|-|
Heilbot|84|872,31|-|-|84|872,31|-|-|
Hondstong|2968|4138,470000000002|516|1003,67|2452|3134,8000000000006|-|-|
Rog|152873|289686,52|53864|107236,36999999998|98748|181740,59000000008|261|709,56|
Rode poon|39228|39221,990000000005|24736|22583,199999999993|14468|16605,539999999994|24|33,25|
Grauwe poon|1908|428,58000000000004|784|179,39999999999998|1124|249,17999999999998|-|-|
Engelse poon|3371|1171,6100000000006|1878|610,1400000000002|1493|561,4699999999999|-|-|
Zeewolf|2764|10176,279999999999|1276|4831,34|1488|5344,940000000001|-|-|
Zeeduivel|30597|277745,44999999995|10039|93451,52000000005|20558|184293,9299999999|-|-|
Kongeraal|1479|2188,7300000000005|613|1058,8899999999999|866|1129,8400000000004|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|53798|120035,41999999993|30483|69839,37|23310|50194,81000000001|5|1,24|
Zeebaars|1831|14521,430000000006|624|5181,969999999999|1097|8452,35|110|887,1100000000001|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|27018|16165,970000000001|11893|7524,659999999997|14721|8416,110000000002|404|225,2|
Zandhaai|1353|458,46|698|193,22000000000003|652|264,3999999999999|3|0,84|
Andere soorten|14615|51623,820000000014|6314|18888,839999999997|8254|32506,449999999997|47|228,52999999999997|
|||||||||
Pelagische vis :|||||||||
Totaal|21799|22694,68|11164|12384,600000000002|10511|10141,54|124|168,54000000000005|
Horsmakereel|945|1047,28|586|715,8500000000001|359|331,42999999999995|-|-|
Haring|13590|8718,81|6709|4391,64|6759|4161,01|122|166,16000000000005|
Makreel|7244|12887,79|3869|7277,110000000001|3373|5608,3|2|2,38|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|20|40,8|-|-|20|40,8|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|191078|674487,15|84236|283636,99|88395|314405,78|18447|76444,37999999996|
Garnaal|58927|251265,94999999995|26236|106319,09000000001|16492|70665,71|16199|74281,14999999998|
Langoestine geheel|8263|52002,770000000004|197|1623,8700000000001|8066|50378,89999999998|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|13203|21009,520000000004|6306|9448,690000000004|6875|11440,930000000002|22|119,9|
Zeekreeft|422|3226,6200000000003|212|1391,04|210|1835,5799999999997|-|-|
Andere schaaldieren|560|714,9499999999999|227|270,90999999999997|302|404,98|31|39,06|
Schelpen|15793|38610,040000000015|8745|21457,670000000002|6962|16886,610000000004|86|265,76|
Inktvis|88130|304694,18999999994|41269|142716,45999999993|46832|161907,01000000004|29|70,72|
Wulk|5780|2963,11|1044|409,26|2656|886,06|2080|1667,79|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202011----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - November 2020|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1146722|4319831,570000001|648303|2412930,9499999997|453259|1766335,0699999998|45160|140565,55000000002|
|||||||||
Bodemvissen :|||||||||
Totaal|939688|3655151,2400000016|525895|2024964,8599999999|393829|1574636,8499999996|19964|55549,53000000001|
Schelvis|9022|11770,200000000003|5281|7337,199999999997|3741|4432,999999999998|-|-|
Kabeljauw|70967|220442,82999999993|40454|116856,72999999998|30390|103200,04999999999|123|386,04999999999995|
Koolvis|410|477,90000000000003|219|240,19999999999996|191|237,7|-|-|
Wijting|18218|20948,179999999986|8116|10519,63|7752|8834,810000000003|2350|1593,7400000000005|
Pollak|2163|8326,619999999999|1414|5355,75|749|2970,87|-|-|
Leng|2301|5420,410000000003|1212|2798,81|1089|2621,5999999999995|-|-|
Heek|2812|6937,010000000003|1855|4721,989999999999|957|2215,02|-|-|
Steenbolk|7279|3857,9399999999987|3639|2170,0699999999997|3396|1390,0300000000002|244|297,84|
Schol|185129|463004,0199999999|112658|278438,98|68622|174187,4399999999|3849|10377,599999999999|
Bot|3836|1735,4499999999994|2367|1068,35|-|-|1469|667,1|
Schar|9105|8311,379999999997|5101|5039,729999999998|2332|2399,8700000000003|1672|871,7800000000001|
Tong|156201|1467656,2300000014|89407|820908,6100000001|64113|624085,2100000003|2681|22662,410000000003|
Tarbot|18246|163432,74000000005|11014|98874,52999999998|6797|61236,91000000002|435|3321,2999999999997|
Griet|16352|106780,52|10520|68587,15|5294|35430,65000000001|538|2762,7200000000003|
Tongschar|45090|175919,04|25110|96168,20000000001|19897|79458,80000000002|83|292,03999999999996|
Schartong|58482|184878,51000000004|26196|77830,54000000002|32286|107047,97000000002|-|-|
Heilbot|27|370,73|7|79,72999999999999|20|291|-|-|
Hondstong|7730|10627,920000000006|3320|4972,950000000001|4410|5654,969999999998|-|-|
Rog|125752|238249,5599999999|69686|131706,93000000002|54255|103995,16999999997|1811|2547,4599999999996|
Rode poon|65278|49675,61999999999|34024|25078,520000000008|28961|23807,890000000007|2293|789,21|
Grauwe poon|1003|224,60000000000002|408|89,42|595|135,17999999999998|-|-|
Engelse poon|7779|2128,8600000000006|4888|1343,0599999999997|2695|753,2500000000002|196|32,550000000000004|
Zeewolf|1538|5640,55|932|3495,53|606|2145,02|-|-|
Zeeduivel|38809|314190,27999999974|19443|160603,1|19256|152350,53|110|1236,6499999999999|
Kongeraal|2054|2453,5200000000004|1260|1711,5799999999997|794|741,9399999999998|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|28206|86572,54000000004|13268|42818,22|14886|43668,880000000005|52|85,44|
Zeebaars|2869|23789,290000000005|1524|12541,390000000001|838|6691,220000000002|507|4556,68|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|34473|14858,189999999999|20659|8436,420000000002|12871|5910,2699999999995|943|511,49999999999994|
Zandhaai|331|160,98|245|137,29|81|22,689999999999998|5|1|
Andere soorten|18226|56309,61999999997|11668|35034,25000000001|5955|18718,910000000003|603|2556,46|
|||||||||
Pelagische vis :|||||||||
Totaal|25306|18684,27|16155|11991,699999999999|8862|6471,549999999999|289|221,02|
Horsmakereel|3682|3077,46|2300|2233,87|1382|843,5899999999999|-|-|
