-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2017|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2017||||||||||||
||Januari|201701|Mei|201705|September|201709|||||||
||Februari|201702|Juni|201706|Oktober|201710|||||||
||Maart|201703|Juli|201707|November|201711|||||||
||April|201704|Augustus|201708|December|201712|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201701----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Heek|10152|20675,34|2252|4106,000000000001|7900|16569,340000000004|-|-|
Steenbolk|3801|2834,2000000000003|1514|1240,3000000000002|2169|1514,4400000000003|118|79,46000000000001|
Schol|494173|840816,0899999996|135255|218501,98999999996|352065|611508,41|6853|10805,689999999999|
Bot|8338|6421,120000000001|4847|3873,9|2740|2207,95|751|339,27|
Schar|9895|7250,570000000001|2777|2032,9899999999998|6969|5103,459999999999|149|114,12|
Tong|168647|2146197,58|50470|638722,3499999999|115888|1477468,9799999995|2289|30006,25|
Tarbot|25902|234424,05000000037|9057|81619,18999999994|16328|148297,83999999997|517|4507,02|
Griet|7526|70444,72999999995|2842|27316,019999999997|4374|40346,87999999999|310|2781,83|
Tongschar|45575|189696,07999999993|7398|29366,29|38024|159473,7499999999|153|856,0400000000001|
Schartong|25917|41081,08999999999|5344|9151,529999999999|20573|31929,559999999987|-|-|
Heilbot|297|3484,68|99|1149,2900000000002|198|2335,39|-|-|
Hondstong|4454|8512,750000000002|1116|2181,0699999999997|3338|6331,68|-|-|
Rog|84008|224678,1399999999|28895|86352,70000000006|54342|136445,43999999992|771|1880|
Rode poon|8771|18558,940000000002|2615|5336,369999999999|6098|13128,63000000001|58|93,94|
Grauwe poon|10436|6173,53|2174|1207,88|8262|4965,65|-|-|
Engelse poon|1385|1029,7099999999998|272|210,58|1093|807,4899999999999|20|11,64|
Zeewolf|5219|13881,85|301|775,3399999999999|4918|13106,510000000002|-|-|
Zeeduivel|47048|444481,6900000004|11392|107023,2500000001|35611|336979,00000000023|45|479,44|
Kongeraal|1027|1679,3300000000004|210|321,74999999999994|817|1357,5800000000004|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|4762|13548,619999999995|1480|3943,4599999999996|3281|9604,850000000002|1|0,31|
Zeebaars|366|5070,260000000001|122|1596,27|230|3293,6899999999996|14|180,3|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|37122|18544,590000000004|12763|6331,86|22924|11814,429999999998|1435|398,3|
Zandhaai|327|122,96|206|71,78|107|46,91|14|4,27|
Andere soorten|7846|22652,32999999999|3249|8388,580000000002|4443|13265,740000000002|154|998,01|
|||||||||
Pelagische vis :|||||||||
Totaal|715|923,29|403|298,81|269|587,51|43|36,97|
Horsmakereel|383|169,45|294|110,55000000000001|58|51|31|7,9|
Haring|-|-|-|-|-|-|-|-|
Makreel|318|730,3599999999999|109|188,26|199|516,59|10|25,509999999999998|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|14|23,48|-|-|12|19,92|2|3,56|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|62637|318287,02999999985|19094|133306,16999999998|37609|108492,21999999999|5934|76488,64|
Garnaal|12167|166190,09999999995|6706|90220,81999999999|130|1473,5|5331|74495,77999999998|
Langoestine geheel|729|6206,929999999999|413|4137,1|316|2069,83|-|-|
Langoestine staartje|5371|39505,159999999996|1697|12705,800000000001|3674|26799,359999999997|-|-|
Noordzeekrab|6635|12861,87|1597|4006,9500000000003|4979|8769,570000000002|59|85,35|
Zeekreeft|269|2760,4399999999996|114|1220,96|155|1539,48|-|-|
Andere schaaldieren|108|48,58|50|25,61|56|19,950000000000003|2|3,02|
Schelpen|14135|42365,16000000001|1920|6885,539999999999|12158|35249,56999999999|57|230,05|
Inktvis|21222|46188,56999999997|5637|13264,39|15123|31302,710000000003|462|1621,4700000000003|
Wulk|2001|2160,2199999999993|960|839,0000000000001|1018|1268,25|23|52,97|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201707----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juli 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1027584|4865224,400000002|300351|1449785,5200000003|710027|3306590,12|17206|108848,76|
|||||||||
Bodemvissen :|||||||||
Totaal|938514|4361633,880000002|251303|1088069,8100000003|675076|3218671,41|12135|54892,65999999999|
Schelvis|8646|17902,29|1971|4412,509999999999|6675|13489,78|-|-|
Kabeljauw|12569|39898,629999999954|1209|3879,45|11360|36019,18000000002|-|-|
Koolvis|71|105,02999999999997|13|18,34|58|86,69|-|-|
Wijting|3173|5094,219999999999|1423|2346,2799999999993|1745|2740,89|5|7,05|
Pollak|704|2473,57|195|671,51|509|1802,0599999999995|-|-|
Leng|977|3076,6199999999994|145|459,16|832|2617,46|-|-|
Heek|7450|15022,36999999999|2338|4506,55|5112|10515,819999999994|-|-|
Steenbolk|3190|2389,8500000000004|1289|793,6599999999999|1735|1466,63|166|129,56|
Schol|370397|734798,1799999998|101753|191634,4|262620|530515,4400000003|6024|12648,340000000002|
Bot|8360|6952,89|5585|4811,930000000001|2252|1815,65|523|325,31|
Schar|9622|7500,82|3694|2947,2099999999996|5867|4485,779999999999|61|67,83|
Tong|170206|2138047,1500000036|45273|526126,09|122705|1581441,09|2228|30479,969999999994|
Tarbot|27956|276964,9499999996|11253|107005,39000000001|16238|165884,25000000003|465|4075,3099999999995|
Griet|12010|100848,17999999989|4206|34544,49000000001|7422|62970,59999999998|382|3333,09|
Tongschar|27835|128813,56999999995|4504|19778,03|23205|108140,58999999995|126|894,9499999999999|
Schartong|43134|63657,59000000002|5175|7697,180000000001|37959|55960,409999999996|-|-|
Heilbot|66|788,63|16|170,8|50|617,8299999999999|-|-|
Hondstong|3176|7947,42|337|830,9699999999999|2839|7116,45|-|-|
Rog|101170|239494,15000000002|27825|65956|72752|172908,12999999992|593|630,02|
Rode poon|20290|32788,26000000001|10352|16792,640000000007|9642|15615,900000000003|296|379,71999999999997|
Grauwe poon|17685|9026,310000000001|2105|1002,4100000000001|15580|8023,9|-|-|
Engelse poon|2427|1289,1899999999996|665|300,14000000000004|1678|943,29|84|45,760000000000005|
Zeewolf|509|1637,44|-|-|509|1637,4399999999998|-|-|
Zeeduivel|47791|465994,49000000017|7207|69311,03000000004|40534|396081,04999999946|50|602,41|
Kongeraal|1453|2226,17|281|381,84999999999997|1172|1844,3200000000002|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|2530|7042,620000000003|883|2616,7500000000005|1645|4419,249999999999|2|6,62|
Zeebaars|503|6506,78|396|4826,07|106|1662,81|1|17,9|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|26285|15861,349999999993|8526|4891,96|16957|10601,01|802|368,38|
Zandhaai|1007|302,26000000000005|575|219,20000000000002|218|38,22|214|44,839999999999996|
Andere soorten|7322|27182,9|2109|9137,81|5100|17209,490000000005|113|835,5999999999999|
|||||||||
Pelagische vis :|||||||||
Totaal|1139|1937,5300000000002|1064|1741,2399999999998|52|189,83999999999997|23|6,45|
Horsmakereel|740|470,52000000000004|720|468,6|-|-|20|1,92|
Haring|-|-|-|-|-|-|-|-|
Makreel|255|1008,37|200|814|52|189,83999999999997|3|4,53|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|144|458,64|144|458,64|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|87931|501652,99|47984|359974,47000000003|34899|87728,87|5048|53949,65000000001|
Garnaal|17213|224317,60000000003|13230|167025,84999999995|742|11124,88|3241|46166,87|
Langoestine geheel|13145|99546,13999999998|12203|93140,73000000001|942|6405,41|-|-|
Langoestine staartje|9880|65341,270000000004|7402|48615,340000000004|2478|16725,929999999997|-|-|
Noordzeekrab|11743|17234,550000000007|2351|4901,829999999999|9339|12291,6|53|41,120000000000005|
Zeekreeft|315|3884,9599999999996|164|1728,37|151|2156,59|-|-|
Andere schaaldieren|56|31,990000000000002|52|27,830000000000002|-|-|4|4,16|
Schelpen|7646|23943,360000000008|1958|7749,96|5246|14077,879999999997|442|2115,52|
Inktvis|27346|66654,81000000001|10563|36714,65|15475|24318,180000000008|1308|5621,98|
Wulk|587|698,3099999999998|61|69,91|526|628,4|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201708----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Augustus 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1207956|5420752,950000001|407228|2100517,61|758325|3066394,5500000007|42403|253840,79000000004|
|||||||||
Bodemvissen :|||||||||
Totaal|1018381|4345800,970000002|291573|1379915,12|708698|2880880,7400000007|18110|85005,11000000002|
Schelvis|7822|20235,73|2093|6141,909999999999|5729|14093,819999999996|-|-|
Kabeljauw|38583|126549,15000000005|661|2129,7200000000007|37911|124388,08000000009|11|31,349999999999998|
Koolvis|258|394,11|2|3,98|256|390,13|-|-|
Wijting|3203|5834,31|1185|2533,9100000000008|1989|3237,2300000000014|29|63,17|
Pollak|1512|6651,0999999999985|58|254,14|1454|6396,96|-|-|
Leng|1108|3545,0600000000004|88|194,89|1020|3350,1700000000005|-|-|
Heek|8113|18324,939999999995|1342|2888,5200000000013|6771|15436,419999999995|-|-|
Steenbolk|6668|6141,960000000001|4399|3673,0499999999997|1583|1544,5100000000002|686|924,4|
Schol|459359|884225,7999999993|111328|210876,24999999994|340989|659424,6199999999|7042|13924,93|
Bot|4411|4494,290000000002|3346|3394,1999999999994|632|728,52|433|371,57|
Schar|14273|11815,330000000002|7799|6353,9299999999985|6341|5359,5199999999995|133|101,88|
Tong|136850|1774079,7800000024|55729|668154,4300000007|78021|1063297,3799999997|3100|42627,97|
Tarbot|47498|459522,13000000035|21707|201898,3799999999|24443|246328,92000000016|1348|11294,829999999998|
Griet|22351|158902,89|9351|65943,67999999998|11952|86189,86999999998|1048|6769,34|
Tongschar|36523|170216,86999999985|4417|21477,510000000002|31948|147852,68000000008|158|886,68|
Schartong|27046|43256,52999999999|4655|7762,36|22391|35494,170000000006|-|-|
Heilbot|100|1126,09|3|34,38|97|1091,71|-|-|
Hondstong|1409|3628,3099999999995|474|1190,7400000000002|935|2437,5699999999997|-|-|
Rog|85418|185369,43999999986|21367|54073,32000000001|62942|128626,17999999996|1109|2669,94|
Rode poon|19225|27851,89000000003|9893|12704,250000000005|8724|13974,480000000001|608|1173,1599999999999|
Grauwe poon|12934|7908,890000000001|2745|1396,6499999999999|10189|6512,239999999999|-|-|
Engelse poon|2780|1973,8699999999994|1684|1037,2399999999998|683|485,24000000000007|413|451,39|
Zeewolf|1949|7242,030000000001|-|-|1949|7242,030000000001|-|-|
Zeeduivel|31929|339767,4799999999|6221|65067,93|25693|274564,2500000001|15|135,3|
Kongeraal|1614|3011,37|239|472,92|1375|2538,45|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|668|2046,7199999999998|369|1122,3799999999999|275|897,6999999999999|24|26,64|
Zeebaars|440|4623,539999999998|278|3116,48|135|1277,84|27|229,22|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|28154|16297,330000000004|12730|7147,67|14074|8642,710000000001|1350|506,95|
Zandhaai|244|70,49999999999999|120|29,04|24|20,89|100|20,570000000000004|
Andere soorten|15939|50693,52999999999|7290|28841,260000000006|8173|19056,449999999993|476|2795,8199999999997|
|||||||||
Pelagische vis :|||||||||
Totaal|52|131,54|28|78,06|-|-|24|53,480000000000004|
Horsmakereel|-|-|-|-|-|-|-|-|
Haring|-|-|-|-|-|-|-|-|
Makreel|52|131,54|28|78,06|-|-|24|53,480000000000004|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|189523|1074820,4399999997|115627|720524,4299999998|49627|185513,81|24269|168782,2|
Garnaal|68042|571309,9299999999|51979|424276,58|1630|18060|14433|128973,35|
Langoestine geheel|12192|89659,48|7002|53574,36000000001|5190|36085,12000000001|-|-|
Langoestine staartje|6495|46629,83999999999|4329|30374,679999999993|2166|16255,160000000002|-|-|
Noordzeekrab|16354|18530,92|3952|5337,609999999999|12261|13028,529999999997|141|164,78|
Zeekreeft|191|1895,7100000000003|157|1452,3999999999999|34|443,30999999999995|-|-|
Andere schaaldieren|307|149,78|278|122,38|9|6,5|20|20,9|
Schelpen|12802|37135,28|5034|16263,45|5858|15375,82|1910|5496,01|
Inktvis|72236|308417,90999999974|42336|188444,63999999996|22160|85871,61|7740|34101,66|
Wulk|904|1091,59|560|678,3299999999999|319|387,76000000000005|25|25,5|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201709----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - September 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1312504|5598864,390000001|534644|2282655,2899999996|731051|3072795,599999998|46809|243413,49999999994|
|||||||||
Bodemvissen :|||||||||
Totaal|1080213|4418773,61|403684|1599986,1999999995|661685|2751575,7099999986|14844|67211,7|
Schelvis|4055|11564,09|1342|3947,7400000000007|2713|7616,35|-|-|
Kabeljauw|76715|269660,05000000005|15563|59209,62|61105|210316,59999999998|47|133,82999999999998|
Koolvis|834|1301,83|133|200,45|701|1101,3800000000003|-|-|
Wijting|4607|7528,820000000004|1991|3466,88|2444|3889,7199999999993|172|172,22000000000003|
Pollak|2383|10647,809999999998|677|3278,03|1706|7369,779999999999|-|-|
Leng|1434|4627,24|200|565,7900000000001|1234|4061,45|-|-|
Heek|7379|15812,179999999998|2197|4500,36|5182|11311,82|-|-|
Steenbolk|9486|5922,53|6277|3484,29|2931|2258,2899999999995|278|179,95000000000002|
Schol|500020|982004,86|182074|355105,85000000003|311452|615216,2100000007|6494|11682,799999999997|
Bot|3526|2446,7299999999996|2582|1872,7999999999995|432|347,38|512|226,55|
Schar|13824|10984,169999999995|7377|5867,209999999998|6070|4766,570000000001|377|350,3899999999999|
Tong|117998|1538628,970000001|48397|603668,3599999995|66169|893643,2899999988|3432|41317,31999999999|
Tarbot|47781|456957,16000000003|16180|149337,50999999998|31100|303200,11999999994|501|4419,530000000002|
Griet|24455|179566,95000000007|8050|58463,27000000002|16128|118939,51999999996|277|2164,16|
Tongschar|58919|275709,4600000003|15393|74412,93000000002|43353|200324,26000000004|173|972,27|
Schartong|11722|28405,02|6008|13550,480000000001|5714|14854,540000000003|-|-|
Heilbot|59|720,6500000000001|22|262,98|37|457,67|-|-|
Hondstong|1728|4090,53|992|2444,8599999999997|736|1645,6699999999998|-|-|
Rog|66704|184462,71999999997|30395|81248,26000000004|35978|102147,38|331|1067,08|
Rode poon|34045|62911,73|13381|25393,379999999997|20070|36576,77|594|941,58|
Grauwe poon|2355|1235,0800000000002|1265|670,64|1090|564,44|-|-|
Engelse poon|7094|5847,540000000002|4396|3346,26|2495|2261,5099999999998|203|239,76999999999998|
Zeewolf|3919|13035,269999999999|766|2576,4899999999993|3153|10458,779999999997|-|-|
Zeeduivel|20402|238818,35000000018|7682|86752,46999999997|12693|151787,52000000002|27|278,36|
Kongeraal|1814|3633,639999999999|818|1814,5|972|1777,1400000000003|24|42|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|5532|26601,270000000004|1641|8099,069999999998|3835|18353,83|56|148,36999999999998|
Zeebaars|849|9450,26|465|5760,579999999999|344|3212,809999999999|40|476,86999999999995|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|35572|16885,179999999997|21292|10443,33|13592|6194,190000000002|688|247,66|
Zandhaai|1138|658,7700000000001|294|145,44|622|435,29999999999995|222|78,02999999999999|
Andere soorten|13864|48654,75|5834|30096,370000000014|7634|16485,419999999995|396|2072,9600000000005|
|||||||||
Pelagische vis :|||||||||
Totaal|3611|2310,8999999999996|1294|717,36|2317|1593,54|-|-|
Horsmakereel|3383|1672,58|1265|648,7|2118|1023,8799999999999|-|-|
Haring|-|-|-|-|-|-|-|-|
Makreel|228|638,3199999999999|29|68,66|199|569,66|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|228680|1177779,8800000004|129666|681951,73|67049|319626,3499999998|31965|176201,79999999996|
Garnaal|78558|469406,9000000001|56022|324241,81|3093|29277|19443|115888,08999999998|
Langoestine geheel|10602|77413,18000000001|6514|47675,85000000001|4088|29737,33|-|-|
Langoestine staartje|4098|28689,390000000003|2630|18485,300000000003|1468|10204,09|-|-|
Noordzeekrab|14464|18813,979999999996|3588|4983,029999999999|10662|13462,269999999999|214|368,68|
Zeekreeft|285|2868,52|191|1822,2100000000003|94|1046,31|-|-|
Andere schaaldieren|559|255,20000000000002|372|144,20999999999998|126|22,5|61|88,49000000000001|
Schelpen|11766|46207,67|7267|28672,48|3458|14155,67|1041|3379,52|
Inktvis|105064|527346,8700000005|51547|252447,0599999999|42610|218820,05999999982|10907|56079,74999999999|
Wulk|3284|6778,169999999998|1535|3479,7799999999997|1450|2901,12|299|397,27|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201710----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Oktober 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1418347|6204221,91|528929|2236466,5300000003|862421|3817387,9099999997|26997|150367,47|
|||||||||
Bodemvissen :|||||||||
Totaal|1110428|4788534,989999999|354811|1426136,4000000004|746455|3320165,5899999994|9162|42232,99999999999|
Schelvis|7336|18769,740000000005|1275|3505,9699999999993|6061|15263,77|-|-|
Kabeljauw|54646|190842,1599999999|17915|62111,689999999995|36609|128406,13999999996|122|324,33|
Koolvis|938|1525,9600000000003|225|414,36999999999995|713|1111,59|-|-|
Wijting|9045|12652,849999999999|2973|3954,7|5674|8352,550000000001|398|345,59999999999997|
Pollak|2347|10758,789999999997|1065|4886,0599999999995|1282|5872,729999999999|-|-|
Leng|1412|3868|107|254,21|1305|3613,7900000000004|-|-|
Heek|1900|6072,340000000003|133|390,04|1767|5682,299999999999|-|-|
Steenbolk|10064|7065,220000000002|6681|4479,78|3300|2480,36|83|105,08|
Schol|488069|1136642,1199999992|160675|377080,3200000002|324401|754189,8299999988|2993|5371,97|
Bot|4114|3541,719999999999|2862|2616,9500000000003|598|498,71000000000004|654|426,06000000000006|
Schar|11612|11061,029999999999|4837|4572,369999999998|6108|5783,7300000000005|667|704,9299999999998|
Tong|134990|1622721,1500000015|41146|458248,3799999999|91499|1137379,8800000001|2345|27092,889999999996|
Tarbot|53451|481983,28|15075|134831,76000000004|38095|344988,2100000001|281|2163,3100000000004|
Griet|25745|192420,16|8317|63748,80999999998|17299|127867,41000000002|129|803,9399999999999|
Tongschar|33032|197982,58000000016|10679|70165,54|22271|127349,95999999996|82|467,08|
Schartong|33079|88723,60999999999|2399|5348,110000000001|30680|83375,50000000004|-|-|
Heilbot|127|1635,1399999999999|1|10,92|126|1624,2199999999998|-|-|
Hondstong|5033|10764,11|450|609|4583|10155,110000000004|-|-|
Rog|71534|182540,28000000003|18149|48809,79000000001|53200|133277,20000000004|185|453,28999999999996|
Rode poon|45515|68608,57999999999|23812|34509,12|21362|33653,83000000001|341|445,62999999999994|
Grauwe poon|2026|868,55|466|179,46|1560|689,0899999999999|-|-|
Engelse poon|10549|7961,840000000003|4523|3420,3499999999995|5956|4492,750000000003|70|48,74|
Zeewolf|3764|15527,809999999994|916|3903,33|2848|11624,479999999998|-|-|
Zeeduivel|27811|336014,8599999998|3670|45039,12000000001|24130|290846,6100000004|11|129,13|
Kongeraal|3045|5267,349999999999|200|264,74|2845|5002,6100000000015|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|14574|58146,04999999998|8262|34175,649999999994|6287|23902,980000000003|25|67,42|
Zeebaars|1594|18612,650000000005|685|8475,520000000002|769|8232,23|140|1904,9|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|35744|21280,980000000003|8603|6622,91|26711|14409,749999999998|430|248,32|
Zandhaai|262|169,63|204|141,67000000000002|48|24,12|10|3,84|
Andere soorten|17070|74506,44999999992|8506|43365,759999999966|8368|30014,15|196|1126,5399999999997|
|||||||||
Pelagische vis :|||||||||
Totaal|8965|9081,749999999998|4219|3362,2799999999997|4665|5537,0599999999995|81|182,41|
Horsmakereel|6156|3101,83|3739|1839,48|2417|1262,35|-|-|
Haring|89|188,41|-|-|8|6|81|182,41|
Makreel|2599|5542,86|472|1489,68|2127|4053,18|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|121|248,65|8|33,12|113|215,53|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|298954|1406605,1700000004|169899|806967,85|111301|491685,2600000001|17754|107952,06|
Garnaal|109542|588218,4600000002|94206|469422,63|4044|38746|11292|80049,83|
Langoestine geheel|19974|139197,80000000002|4075|28452,309999999994|15899|110745,49|-|-|
Langoestine staartje|2393|20997|1096|10404,01|1297|10592,99|-|-|
Noordzeekrab|18764|25446,229999999996|4098|5991,61|14660|19428,22000000001|6|26,4|
Zeekreeft|223|2580,8|82|756,5799999999999|141|1824,2200000000003|-|-|
Andere schaaldieren|852|692,6899999999998|488|152,76999999999998|341|505,19000000000005|23|34,73|
Schelpen|15827|61681,34999999999|6900|29775,549999999996|8611|30194,420000000002|316|1711,38|
Inktvis|125773|559332,7100000003|56374|258621,7799999999|63407|274681,2100000001|5992|26029,72|
Wulk|5606|8458,13|2580|3390,6099999999997|2901|4967,5199999999995|125|100|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201711----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - November 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1628948|6871014,660000001|626625|2501469,8899999997|981010|4264048,550000002|21313|105496,22|
|||||||||
Bodemvissen :|||||||||
Totaal|1300534|5422053,800000001|475535|1869766,9299999995|814819|3508910,780000001|10180|43376,090000000004|
Schelvis|8937|18698,71|2932|6499,69|6005|12199,020000000002|-|-|
Kabeljauw|59853|159269,20000000007|15756|38599,72|43706|119847,66000000002|391|821,8200000000002|
Koolvis|510|639,4500000000002|126|180,68|384|458,77000000000004|-|-|
Wijting|13461|14000,169999999987|5364|5819,720000000002|7860|8045,84|237|134,61|
Pollak|1709|7338,91|399|1823,1|1310|5515,809999999999|-|-|
Leng|2278|6083,860000000001|432|1129,0500000000002|1846|4954,81|-|-|
Heek|3054|7032,479999999998|510|822,4|2544|6210,079999999999|-|-|
Steenbolk|14842|7540,709999999999|7225|3599,1799999999994|7485|3821,2200000000003|132|120,31|
Schol|495362|1246602,3900000008|189613|476300,74|302917|763576,1200000006|2832|6725,529999999999|
Bot|420|321,84000000000003|216|214,82999999999998|-|-|204|107,01|
Schar|7991|8339,919999999998|3108|3345,9499999999994|4138|4472,84|745|521,13|
Tong|186696|1992567,9699999997|68747|701954,7899999997|115405|1265779,7600000002|2544|24833,42|
Tarbot|46590|446370,04999999935|14933|141392,39|31452|303377,2200000001|205|1600,4400000000003|
Griet|31772|225277,88000000018|13138|88641,4399999999|18507|135786,01000000004|127|850,43|
Tongschar|42908|259436,16999999993|13122|82884,16000000002|29757|176316,43000000005|29|235,58|
Schartong|44407|113059,26999999997|7644|17990,399999999998|36763|95068,87000000001|-|-|
Heilbot|13|159,28|-|-|13|159,28|-|-|
Hondstong|6126|12647,670000000004|967|1482,4699999999998|5159|11165,200000000004|-|-|
Rog|81116|194217,15999999968|24610|60758,88999999996|56102|132682,61999999997|404|775,65|
Rode poon|121504|115286,59|57977|53151,75999999996|62572|61110,850000000006|955|1023,98|
Grauwe poon|1259|357,52|430|141,23000000000002|829|216,29000000000002|-|-|
Engelse poon|14146|8203,59|5672|2729,6200000000003|8399|5434,61|75|39,36|
Zeewolf|1056|3615,3900000000003|205|767,5500000000001|851|2847,84|-|-|
Zeeduivel|29721|346701,8600000002|7479|81252,39999999995|22215|265069,72000000026|27|379,74|
Kongeraal|3297|4078,9499999999994|1156|1428,1499999999999|2141|2650,7999999999993|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|19481|74998,39999999995|5460|21723,68|13998|53253,329999999994|23|21,39|
Zeebaars|2383|24809,240000000005|943|9552,479999999996|1246|12913,64|194|2343,1199999999994|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|31835|14422,229999999998|13433|5913,299999999998|17940|8354,399999999998|462|154,52999999999997|
Zandhaai|315|107,98|256|94,80999999999999|59|13,17|-|-|
Andere soorten|27492|109868,96000000002|13682|59572,35|13216|47608,57|594|2688,0400000000004|
