-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2017|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2017||||||||||||
||Januari|201701|Mei|201705|September|201709|||||||
||Februari|201702|Juni|201706|Oktober|201710|||||||
||Maart|201703|Juli|201707|November|201711|||||||
||April|201704|Augustus|201708|December|201712|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201701----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Tongschar|32912|200529,9600000002|13909|80253,82000000005|18780|119222,65000000007|223|1053,49|
Schartong|10886|45613,340000000004|5242|21047,75|5644|24565,590000000004|-|-|
Heilbot|16|198,05|2|23,02|14|175,03|-|-|
Hondstong|1367|3042,8399999999992|542|1230,79|825|1812,0499999999997|-|-|
Rog|99020|205693,50999999978|49834|105484,68000000004|48769|99586,97|417|621,86|
Rode poon|259982|220037,36000000004|96407|79857,32999999997|158559|136313,21999999994|5016|3866,81|
Grauwe poon|1830|494,49|464|125,91|1366|368,5799999999999|-|-|
Engelse poon|43030|17943,24|11766|4715,83|31186|13213,690000000002|78|13,719999999999999|
Zeewolf|-|-|-|-|-|-|-|-|
Zeeduivel|30529|303084,12|12407|108332,59999999996|17897|192468,1999999998|225|2283,3199999999997|
Kongeraal|7984|8521,150000000005|2421|2624,849999999999|5510|5845,950000000002|53|50,35|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|8983|45038,32000000004|2563|12073,110000000002|6411|32932,53999999999|9|32,67|
Zeebaars|1650|17610,59|769|7971,919999999999|866|9486,130000000006|15|152,54|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|72259|33981,12000000001|41163|16965,54|29424|16655,84|1672|359,74|
Zandhaai|553|412,94|39|32,58|514|380,36|-|-|
Andere soorten|25222|95903,16999999995|6427|27149,109999999993|18536|67447,58999999997|259|1306,4699999999998|
|||||||||
Pelagische vis :|||||||||
Totaal|1962|2536,66|1189|884,0600000000002|759|1643,46|14|9,14|
Horsmakereel|1673|1415,8|1149|772,8500000000001|524|642,95|-|-|
Haring|60|117,96|20|33,480000000000004|26|75,34|14|9,14|
Makreel|229|1002,9000000000001|20|77,73|209|925,1700000000001|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|274141|1149480,3900000008|79653|353888,82000000007|192760|785383,2899999995|1728|10208,28|
Garnaal|2338|22908,25|800|7462,95|940|9400|598|6045,3|
Langoestine geheel|9813|67841,34|9095|66677,49000000002|718|1163,85|-|-|
Langoestine staartje|908|8653,050000000001|628|6366,200000000001|280|2286,85|-|-|
Noordzeekrab|2807|8937,13|1310|3641,29|1463|5178,5|34|117,34|
Zeekreeft|174|1563,14|140|1144,7900000000002|34|418,34999999999997|-|-|
Andere schaaldieren|896|329,96|227|140,13|669|189,82999999999998|-|-|
Schelpen|48904|160141,71999999997|20380|67194,43|28183|91777,54000000005|341|1169,75|
Inktvis|200475|870428,9700000008|45949|199925,91000000006|153784|667634,1899999994|742|2868,8700000000003|
Wulk|7826|8676,830000000002|1124|1335,6299999999999|6689|7334,180000000001|13|7,02|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201702----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Februari 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1471617|5296237,049999996|452898|1499451,9400000004|989448|3637308,39|29271|159476,71999999994|
|||||||||
Bodemvissen :|||||||||
Totaal|1271466|4478705,289999996|405718|1282954,1800000002|839264|3047854,1899999995|26484|147896,91999999995|
Schelvis|8102|21739,52|2212|6536,749999999998|5890|15202,769999999997|-|-|
Kabeljauw|16049|54353,63999999997|5927|19832,93|9925|33981,979999999996|197|538,7299999999999|
Koolvis|22|49,8|4|5,9|18|43,9|-|-|
Wijting|29301|34925,56999999998|11049|12048,69|18205|22824,22|47|52,66|
Pollak|3764|13998,990000000002|884|3033,8|2849|10825,320000000003|31|139,87|
Leng|2130|7027,499999999996|599|1858,7600000000002|1531|5168,74|-|-|
Heek|1364|3614,81|355|967,29|1009|2647,5199999999995|-|-|
Steenbolk|74230|43575,24|14895|7353,500000000002|57911|35287,56|1424|934,1800000000001|
Schol|381854|540929,5900000001|144854|203243,19000000003|234342|334205,1400000003|2658|3481,259999999999|
Bot|5699|4239,78|4562|3525,4799999999996|667|464,49000000000007|470|249,81000000000006|
Schar|11870|10536,700000000003|4287|3844,260000000001|6089|5530,749999999999|1494|1161,69|
Tong|180803|1902589,2699999982|46638|465385,1999999997|122868|1320497,9599999988|11297|116706,11|
Tarbot|28044|266672,7099999997|9582|86778,37000000007|18022|175426,18999999994|440|4468,15|
Griet|25399|164548,58999999997|9150|58035,570000000036|15640|102079,21000000005|609|4433,810000000002|
Tongschar|27593|176177,2199999999|7359|48414,19000000001|19990|125673,48|244|2089,55|
Schartong|16822|58699,08999999998|5069|20572,920000000002|11753|38126,17|-|-|
Heilbot|44|581,2800000000001|13|173,43|31|407,84999999999997|-|-|
Hondstong|4621|11779,169999999996|1858|5160,839999999999|2763|6618,329999999999|-|-|
Rog|69349|215943,14000000007|27162|85726,69999999997|41756|128577,78999999998|431|1638,6499999999999|
Rode poon|186879|296314,86000000004|65042|109186,15999999999|116587|180299,43000000002|5250|6829,27|
Grauwe poon|679|209,95|-|-|679|209,95000000000002|-|-|
Engelse poon|49426|40273,439999999995|9161|6510|40094|33614,09999999999|171|149,34|
Zeewolf|-|-|-|-|-|-|-|-|
Zeeduivel|37744|398096,28999999963|8272|78688,07999999999|29322|317495,91000000003|150|1912,2999999999997|
Kongeraal|10799|11131,449999999999|1561|1575,5600000000004|9175|9497,849999999997|63|58,040000000000006|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|8365|35848,27|2130|14234,599999999997|6225|21595,32999999999|10|18,34|
Zeebaars|2516|25379,290000000015|703|7801,85|1775|17161,9|38|415,5400000000001|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|66927|45040,34000000001|17775|11767,18|47945|32355,3|1207|917,8599999999999|
Zandhaai|1324|1015,51|-|-|1324|1015,51|-|-|
Andere soorten|19747|93414,27999999998|4615|20692,979999999996|14879|71019,53999999996|253|1701,76|
|||||||||
Pelagische vis :|||||||||
Totaal|2264|1802,24|1846|1401,0599999999997|418|401,18000000000006|-|-|
Horsmakereel|2209|1600,11|1798|1217,82|411|382,29|-|-|
Haring|25|52,42|21|45,379999999999995|4|7,04|-|-|
Makreel|30|149,70999999999998|27|137,85999999999999|3|11,85|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|197887|815729,5199999997|45334|215096,70000000007|149766|589053,0200000004|2787|11579,8|
Garnaal|664|7580,420000000001|255|3116,6499999999996|200|2000|209|2463,77|
Langoestine geheel|4464|31964,270000000004|4200|31094,08|264|870,19|-|-|
Langoestine staartje|683|7524,039999999999|583|6534,7699999999995|100|989,27|-|-|
Noordzeekrab|2573|12293,919999999998|627|2572,55|1920|9574,21|26|147,16|
Zeekreeft|85|940,6200000000001|74|794,1100000000001|11|146,51|-|-|
Andere schaaldieren|464|331,81999999999994|58|30,820000000000004|396|298,59999999999997|10|2,4|
Schelpen|53969|175913,89999999994|14076|48926,27|38644|122722,81000000001|1249|4264,82|
Inktvis|130386|571811,9199999998|24236|120042,52000000008|105407|448539,0000000003|743|3230,4|
Wulk|4599|7368,609999999998|1225|1984,9299999999998|2824|3912,4300000000003|550|1471,25|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201703----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Maart 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1272338|5569000,169999998|341468|1411892,91|898134|3981781,0800000015|32736|175326,18|
|||||||||
Bodemvissen :|||||||||
Totaal|1098913|4869927,439999999|291525|1180244,23|779874|3544744,7500000014|27514|144938,46000000002|
Schelvis|8367|18866,32|1440|3531,3800000000006|6927|15334,940000000002|-|-|
Kabeljauw|19863|59420,819999999985|2198|8144,960000000001|17524|50784,32|141|491,53999999999996|
Koolvis|124|263,9|-|-|124|263,90000000000003|-|-|
Wijting|33971|36213,16000000001|11186|9507,660000000005|22683|26656,310000000005|102|49,19|
Pollak|5067|18197,129999999997|359|1278,89|4705|16906,929999999997|3|11,31|
Leng|4356|10481,749999999995|566|1628,9099999999999|3790|8852,840000000002|-|-|
Heek|3426|8060,950000000002|87|170,5|3339|7890,45|-|-|
Steenbolk|56787|40762,96|12580|6792,179999999999|43514|33546,79|693|423,99|
Schol|150758|271136,5599999999|58063|100574,74999999997|86999|163729,93000000005|5696|6831,88|
Bot|26499|21198,700000000008|15959|13184,900000000001|8533|6789,360000000001|2007|1224,4400000000003|
Schar|21172|16297,309999999998|5346|4161,089999999999|14082|10864,100000000004|1744|1272,1200000000001|
Tong|239433|2462352,199999999|59435|574657,2300000001|168057|1766928,6600000015|11941|120766,31000000004|
Tarbot|20867|243352,90000000017|6942|79653,41|13726|161384,4900000001|199|2315|
Griet|28334|219122,39000000007|7507|61826,93999999999|20520|154720,71000000005|307|2574,7400000000007|
Tongschar|34629|196621,78|6043|37270,700000000004|28454|158397,61000000004|132|953,4699999999999|
Schartong|20100|53237,80000000001|3306|8540,67|16794|44697,13|-|-|
Heilbot|30|317,5|2|24|28|293,5|-|-|
Hondstong|9382|18447,379999999997|197|681,7700000000002|9185|17765,610000000004|-|-|
Rog|51763|199391,78999999986|16636|69149|34995|129699,07999999994|132|543,7099999999999|
Rode poon|169092|271837,7399999999|43717|75850,77999999998|122962|192746,41|2413|3240,55|
Grauwe poon|382|120,05000000000001|-|-|382|120,05000000000001|-|-|
Engelse poon|56443|46077,17999999999|6517|5046,139999999999|49462|40734,54000000002|464|296,5|
Zeewolf|-|-|-|-|-|-|-|-|
Zeeduivel|39844|453010,00000000006|5473|61732,370000000046|34265|389753,64000000013|106|1523,9899999999998|
Kongeraal|4581|5770,570000000002|1251|1665,9499999999996|3290|4074,02|40|30,6|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|6214|30685,96999999999|1556|11900,189999999999|4639|18713,329999999998|19|72,45|
Zeebaars|4408|44067,579999999994|1223|14187,540000000003|3142|29333,249999999996|43|546,79|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|66526|44339,45000000002|20075|13258,05|45277|30329,689999999995|1174|751,71|
Zandhaai|274|236,05999999999997|21|5,93|253|230,13|-|-|
Andere soorten|16221|80039,54|3840|15818,34|12223|63203,02999999996|158|1018,1700000000001|
|||||||||
Pelagische vis :|||||||||
Totaal|6263|4921,660000000001|6160|4734,429999999999|60|145,62|43|41,60999999999999|
Horsmakereel|1988|1262,17|1966|1239,51|22|22,66|-|-|
Haring|3245|1036,43|3202|994,82|-|-|43|41,60999999999999|
Makreel|923|2369,52|885|2246,56|38|122,96000000000001|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|107|253,54|107|253,54|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|167162|694151,0699999998|43783|226914,25000000006|118200|436890,70999999996|5179|30346,109999999993|
Garnaal|5973|60996,5|4015|40688,31|-|-|1958|20308,189999999995|
Langoestine geheel|6900|52444,829999999994|5566|41434,93000000001|1334|11009,900000000001|-|-|
Langoestine staartje|1109|9905,010000000004|605|5886,27|504|4018,74|-|-|
Noordzeekrab|2203|12365,769999999993|494|2233,7000000000003|1681|9979,96|28|152,11|
Zeekreeft|24|250,91999999999996|23|240,42999999999995|1|10,49|-|-|
Andere schaaldieren|623|667,3299999999999|47|54,239999999999995|569|605,39|7|7,7|
Schelpen|57980|182050,02000000008|12257|41008,58999999999|44256|136399,24|1467|4642,1900000000005|
Inktvis|80985|357048,6099999998|18840|91919,65000000004|61634|262931,13999999996|511|2197,82|
Wulk|11365|18422,079999999998|1936|3448,129999999999|8221|11935,850000000002|1208|3038,1|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201704----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - April 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1130859|4792098,53|374861|1524565,6900000002|736791|3178208,039999999|19207|89324,79999999997|
|||||||||
Bodemvissen :|||||||||
Totaal|1026953|4392117,98|339462|1344076,4200000002|670721|2982580,309999999|16770|65461,24999999997|
Schelvis|19146|26320,339999999997|4736|6223,880000000001|14410|20096,459999999992|-|-|
Kabeljauw|27265|77784,18999999997|4711|14250,890000000009|22485|63354,52999999997|69|178,77|
Koolvis|647|1101,2700000000002|3|7,53|644|1093,74|-|-|
Wijting|28194|26342,959999999995|9357|8349,169999999998|18765|17946,86999999999|72|46,91999999999999|
Pollak|2358|8852,139999999998|451|1616,13|1907|7236,009999999998|-|-|
Leng|3893|8583,600000000002|672|1645,8899999999996|3221|6937,710000000001|-|-|
Heek|13544|23629,730000000018|2770|4207,3099999999995|10774|19422,42000000001|-|-|
Steenbolk|9887|6476,750000000001|3174|1750,3799999999999|6631|4644,93|82|81,44|
Schol|178767|287514,75|76069|120930,64000000009|96833|158410,45999999996|5865|8173,649999999997|
Bot|22614|18596,260000000002|15130|12880,020000000004|5560|4599,04|1924|1117,2|
Schar|11664|7965,720000000001|5717|3685,6699999999996|5013|3644,4500000000003|934|635,6|
Tong|167818|1641580,46|60891|563481,4299999999|102700|1033794,8399999994|4227|44304,18999999997|
Tarbot|27869|290702,01|12734|125003,87999999998|14951|163615,17999999996|184|2082,95|
Griet|18153|149062,49000000022|5931|48053,06000000001|12010|98883,99999999988|212|2125,43|
Tongschar|82906|354165,43000000017|19040|77594,63|63807|276253,30999999994|59|317,49|
Schartong|38624|43982,63999999999|7169|8232,09|31455|35750,55|-|-|
Heilbot|131|1672,1499999999999|44|566,56|87|1105,5900000000001|-|-|
Hondstong|17883|20995,430000000008|3247|4018,2399999999993|14636|16977,19|-|-|
Rog|99070|235791,97000000023|26610|67734,28999999998|71586|167508,90000000026|874|548,78|
Rode poon|54294|83527,14|28629|44887,939999999995|25298|37937,86999999999|367|701,3299999999999|
Grauwe poon|2318|772,17|433|137,46999999999997|1885|634,7000000000002|-|-|
Engelse poon|25318|18500,839999999986|4409|3255,87|20670|15091,010000000006|239|153,96|
Zeewolf|322|1241,0100000000002|-|-|322|1241,01|-|-|
Zeeduivel|102143|933452,0199999994|20338|179631,0400000001|81764|753260,9599999997|41|560,02|
Kongeraal|1521|2326,9799999999996|405|613,2499999999999|1116|1713,7299999999993|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|11099|44894,380000000005|2977|12512,400000000005|8106|32271,359999999986|16|110,62|
Zeebaars|2321|26044,600000000006|866|11211,390000000007|1182|11373,86|273|3459,3499999999995|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|44472|18421,290000000005|19453|9138,72|23774|8955,13|1245|327,44|
Zandhaai|555|225,4|342|138,12|198|84,13|15|3,15|
Andere soorten|12157|31591,86000000002|3154|12318,529999999999|8931|18740,370000000014|72|532,96|
|||||||||
Pelagische vis :|||||||||
Totaal|9017|6640,25|4891|3297,5600000000004|4099|3331,67|27|11,02|
Horsmakereel|5560|2218,9000000000005|3457|1246,7|2084|966,7199999999999|19|5,48|
Haring|379|395,39000000000004|169|200,91000000000003|203|189,23|7|5,25|
Makreel|3078|4025,96|1265|1849,95|1812|2175,7200000000003|1|0,29|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|94889|393340,3|30508|177191,71000000002|61971|192296,06000000003|2410|23852,530000000002|
Garnaal|8925|88249,85999999999|6050|55178,399999999994|1096|11869,68|1779|21201,780000000002|
Langoestine geheel|4568|40733,21|4342|39794,28|226|938,93|-|-|
Langoestine staartje|1988|19465,149999999998|1418|13297,849999999999|570|6167,3|-|-|
Noordzeekrab|3300|15260,519999999999|881|3765,520000000001|2409|11455,299999999997|10|39,7|
Zeekreeft|69|1111,2200000000003|24|269,97|45|841,25|-|-|
Andere schaaldieren|279|278,28|77|21,43|192|242,75000000000003|10|14,1|
Schelpen|42063|126230,00000000006|8478|27284,509999999995|33436|98375,64000000001|149|569,85|
Inktvis|29133|95933,79999999999|7914|35139,10000000003|20885|58928,07000000001|334|1866,6300000000003|
Wulk|4564|6078,26|1324|2440,65|3112|3477,1400000000003|128|160,47|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201705----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Mei 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1215501|4938703,5200000005|391887|1614633,3700000003|809664|3222548,9000000013|13950|101521,25000000003|
|||||||||
Bodemvissen :|||||||||
Totaal|1141437|4573051,79|362084|1419276,8200000003|770297|3104521,620000001|9056|49253,35000000001|
Schelvis|22083|30604,559999999998|6325|8925,829999999998|15758|21678,730000000007|-|-|
Kabeljauw|56056|134439,17000000004|8307|20344,959999999995|47686|113903,57|63|190,64|
Koolvis|4525|4847,880000000001|171|171,83000000000004|4354|4676,05|-|-|
Wijting|8095|10844,789999999997|2972|3752,7299999999996|5059|7053,939999999998|64|38,120000000000005|
Pollak|2725|9043,83|964|2863,9|1761|6179,929999999999|-|-|
Leng|2394|5488,0199999999995|796|1598,5999999999997|1598|3889,419999999999|-|-|
Heek|5754|11505,199999999999|1788|2984,88|3966|8520,320000000005|-|-|
Steenbolk|3400|2547,92|1645|757,1999999999999|1740|1784,62|15|6,1|
Schol|380576|655998,9199999993|108924|180890,49000000008|270997|474206,5199999997|655|901,9099999999997|
Bot|19588|16236,479999999992|12986|10845,479999999998|5967|5091,509999999999|635|299,49|
Schar|10218|7237,509999999998|4122|2644,6600000000003|4780|3878,0699999999997|1316|714,78|
Tong|160318|1932918,3700000003|52142|587676,3199999998|104335|1302934,9300000009|3841|42307,12000000001|
Tarbot|32209|311092,0700000001|14827|138179,06|17315|172265,77|67|647,24|
Griet|11675|102036,04000000005|4617|40314,14999999998|6976|61014,33|82|707,5600000000001|
Tongschar|67718|294287,5800000001|17991|73830,72|49724|220443,3600000001|3|13,5|
Schartong|33680|40595,55999999999|9803|11827,539999999997|23877|28768,020000000004|-|-|
Heilbot|336|4007,75|219|2664,07|117|1343,68|-|-|
Hondstong|12337|16326,989999999998|4389|5739,32|7948|10587,67|-|-|
Rog|147653|260501,51999999987|47225|80796,57000000004|99714|178644,79999999993|714|1060,15|
Rode poon|26946|46057,78999999998|15545|28765,06|11308|17104,77|93|187,95999999999998|
Grauwe poon|1687|809,46|217|73,94|1470|735,5199999999999|-|-|
Engelse poon|3491|2417,99|801|455,31|2688|1962,0000000000002|2|0,68|
Zeewolf|4781|11950,999999999998|439|1349,02|4342|10601,98|-|-|
Zeeduivel|63502|585511,1099999993|20769|185375,02000000008|42733|400136,0900000001|-|-|
Kongeraal|1026|1380,16|345|563,8399999999999|681|816,32|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|4592|17429,969999999998|1719|5364,619999999997|2860|12015,449999999997|13|49,9|
Zeebaars|635|8462,900000000005|336|4574,419999999999|170|2169,7899999999995|129|1718,69|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|39768|18189,880000000005|18716|7645,649999999999|19734|10224,72|1318|319,51000000000005|
Zandhaai|835|321,11|497|211,16|304|94,85000000000001|34|15,1|
Andere soorten|12834|29960,26|2487|8090,469999999999|10335|21794,889999999996|12|74,89999999999999|
|||||||||
Pelagische vis :|||||||||
Totaal|688|1022,98|202|276,09|322|706,4300000000001|164|40,46|
Horsmakereel|214|84,49000000000001|51|36,260000000000005|13|31,830000000000002|150|16,400000000000002|
Haring|1|0,16|-|-|-|-|1|0,16|
Makreel|469|935,48|151|239,82999999999998|309|674,6|9|21,05|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|4|2,85|-|-|-|-|4|2,85|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|73376|364628,75|29601|195080,46000000002|39045|117320,84999999999|4730|52227,44000000001|
Garnaal|10189|122801,51999999999|6182|72187,58|39|365,86|3968|50248,08000000001|
Langoestine geheel|11349|89176,37|7979|65136,68|3370|24039,69|-|-|
Langoestine staartje|3843|29532,059999999998|3061|24127,7|782|5404,36|-|-|
Noordzeekrab|5255|14233,590000000002|1665|4572,2699999999995|3580|9647,02|10|14,3|
Zeekreeft|182|2536,43|88|1115,22|94|1421,21|-|-|
Andere schaaldieren|104|65,74|13|9,64|91|56,10000000000001|-|-|
Schelpen|22523|68580,17000000003|5195|17620,15|17328|50960,019999999975|-|-|
Inktvis|15067|32027,760000000024|4108|8991,789999999999|10683|21862,260000000006|276|1173,71|
Wulk|4864|5675,11|1310|1319,43|3078|3564,33|476|791,35|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201706----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juni 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1147905|4834635,82|316240|1400825,33|811995|3303688,7|19670|130121,79000000001|
|||||||||
Bodemvissen :|||||||||
Totaal|1084553|4515425,5|296743|1267220,35|774117|3194608,97|13693|53596,180000000015|
Schelvis|10303|19325,350000000006|2703|5374,299999999999|7600|13951,049999999997|-|-|
Kabeljauw|54096|139493,50999999995|5268|17163,600000000002|48822|122312,45000000001|6|17,46|
Koolvis|887|1126,25|69|147,28|818|978,97|-|-|
Wijting|3857|6025,13|1649|2440,0299999999997|2173|3542,27|35|42,83|
Pollak|1360|4624,27|187|707,76|1173|3916,5099999999998|-|-|
Leng|1056|2570,76|217|566,6400000000001|839|2004,1200000000006|-|-|
