-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2019|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2019||||||||||||
||Januari|201901|Mei|201905|September|201909|||||||
||Februari|201902|Juni|201906|Oktober|201910|||||||
||Maart|201903|Juli|201907|November|201911|||||||
||April|201904|Augustus|201908|December|201912|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201901----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2019|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Langoestine staartje|537|4151,84|537|4151,84|-|-|-|-|
Noordzeekrab|8028|23350,87|5186|14701,1|2822|8610,629999999996|20|39,14|
Zeekreeft|149|1550,5199999999998|136|1485,04|13|65,48|-|-|
Andere schaaldieren|950|653,8999999999999|331|232,56999999999996|549|376,9299999999999|70|44,4|
Schelpen|15969|48243,61999999997|10776|35353,930000000015|4726|11651,500000000002|467|1238,1899999999998|
Inktvis|76445|293555,54000000015|45156|187877,93|22623|82154,83000000003|8666|23522,780000000002|
Wulk|13887|16514,35|10182|12030,72|3229|3976,12|476|507,51|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------201912----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - December 2019|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1260738|5885786,059999999|522150|2407142,8899999997|713864|3393017,7799999993|24724|85625,38999999998|
|||||||||
Bodemvissen :|||||||||
Totaal|953611|4735320,139999999|365126|1724047,0299999998|574273|2967233,4699999993|14212|44039,64|
Schelvis|6432|9854,200000000004|1480|2406,6199999999994|4952|7447,580000000005|-|-|
Kabeljauw|31943|115247,94999999992|5039|16584,360000000004|26879|98559,35999999988|25|104,22999999999999|
Koolvis|117|198,84|35|51,85|82|146,99|-|-|
Wijting|25238|19455,929999999986|13815|9715,299999999997|10946|9420,08|477|320,54999999999995|
Pollak|1442|6189,34|234|1074,9499999999998|1208|5114,390000000001|-|-|
Leng|1029|2516,36|288|608,7400000000001|741|1907,6200000000003|-|-|
Heek|2597|5822,890000000001|623|1653,3000000000004|1974|4169,59|-|-|
Steenbolk|16354|8712,289999999997|6572|3244,8799999999987|9565|5293,59|217|173,82|
Schol|265155|628038,9800000006|101160|241827,72000000006|157976|373018,12000000005|6019|13193,140000000001|
Bot|1441|1149,6999999999998|767|560,2099999999999|153|129,95000000000002|521|459,54|
Schar|7713|6478,139999999999|4040|2440,9900000000002|3241|3625,2700000000013|432|411,8800000000001|
Tong|181921|2552137,3599999994|63259|888659,1600000003|117387|1647514,299999999|1275|15963,899999999998|
Tarbot|15612|237276,49000000022|6012|98307,86999999998|9417|137377,46|183|1591,16|
Griet|16377|155985,05999999985|7559|70276,67000000003|8526|83941,51999999997|292|1766,87|
Tongschar|22684|161155,6599999999|7151|41826,520000000026|15337|117764,76000000001|196|1564,3799999999999|
Schartong|31323|67256,17|11499|30533,110000000008|19824|36723,060000000005|-|-|
Heilbot|6|97,8|-|-|6|97,8|-|-|
Hondstong|3056|7307,58|998|2726,7700000000004|2058|4580,8099999999995|-|-|
Rog|132483|208483,09000000003|45795|81650,71999999997|85812|125256,75999999995|876|1575,61|
Rode poon|46378|45396,98999999998|21539|21208,740000000005|23103|22906,120000000003|1736|1282,13|
Grauwe poon|2166|500,85999999999984|1342|329,38|824|171,48000000000002|-|-|
Engelse poon|22573|6981,579999999997|9518|3146,7200000000007|12809|3766,3700000000003|246|68,49000000000001|
Zeewolf|343|1638,1799999999996|32|139,44|311|1498,7399999999998|-|-|
Zeeduivel|23995|335542,6699999998|9379|119828,43000000001|14328|211802,97000000003|288|3911,27|
Kongeraal|2970|2492,7999999999993|1160|1004,9|1785|1480,9000000000003|25|7|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|23788|57276,029999999984|14724|40271,40999999998|9024|16920,12|40|84,5|
Zeebaars|2064|21580,020000000004|1181|12120,559999999998|881|9443,590000000004|2|15,87|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|49589|20777,710000000017|23919|9368,439999999997|24560|11125,150000000003|1110|284,11999999999995|
Zandhaai|81|39,870000000000005|81|39,870000000000005|-|-|-|-|
Andere soorten|16741|49729,59999999999|5925|22439,39999999999|10564|26029,02000000002|252|1261,1799999999998|
|||||||||
Pelagische vis :|||||||||
Totaal|18135|11762,880000000001|12067|7808,410000000002|6008|3911,3399999999997|60|43,13|
Horsmakereel|1081|893,23|903|772,0400000000001|178|121,19|-|-|
Haring|14020|3289,79|9215|2089,53|4752|1171,98|53|28,28|
Makreel|3027|7565,01|1949|4946,840000000001|1078|2618,1699999999996|-|-|
Sprot|7|14,85|-|-|-|-|7|14,85|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|288992|1138703,04|144957|675287,4500000001|133583|421872,9700000001|10452|41542,619999999995|
Garnaal|8314|64467,94000000001|5608|39395,45|640|4690,200000000001|2066|20382,29|
Langoestine geheel|3039|31804,779999999995|1300|11405,809999999994|1739|20398,969999999998|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|3268|15572,39|1112|6523,63|2071|8844,179999999998|85|204,57999999999998|
Zeekreeft|76|839,47|65|751,22|11|88,25|-|-|
Andere schaaldieren|2782|1864,4899999999996|503|370,77000000000004|1943|1391,6599999999999|336|102,06|
Schelpen|36253|110439,00000000003|14725|51258,97999999999|21014|57134,65000000001|514|2045,3700000000001|
Inktvis|224183|901682,6|117102|560316,6900000001|99807|322764,5900000001|7274|18601,319999999996|
Wulk|11077|12032,37|4542|5264,9000000000015|6358|6560,47|177|207|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
