-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2018|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2018||||||||||||
||Januari|201801|Mei|201805|September|201809|||||||
||Februari|201802|Juni|201806|Oktober|201810|||||||
||Maart|201803|Juli|201807|November|201811|||||||
||April|201804|Augustus|201808|December|201812|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201801----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Schaal-en weekdieren :|||||||||
Totaal|256120|1077716,56|80346|359251,82999999996|170210|697241,77|5564|21222,96|
Garnaal|3397|35675,219999999994|3024|30561,39|10|130,7|363|4983,129999999999|
Langoestine geheel|2957|21240,979999999996|2911|20875,139999999996|46|365,84|-|-|
Langoestine staartje|298|3758|273|3506,7|25|251,3|-|-|
Noordzeekrab|1326|8463,68|456|3259,1399999999994|848|5072,9800000000005|22|131,56|
Zeekreeft|65|593,4|35|332,29|30|261,11|-|-|
Andere schaaldieren|818|1102,07|265|387,40999999999997|449|489,36|104|225,3|
Schelpen|58746|155956,71999999997|20676|57377,82000000001|34072|86828,15000000001|3998|11750,75|
Inktvis|185758|846640,2900000002|51567|241056,42999999993|133631|602156,63|560|3427,2300000000005|
Wulk|2755|4286,2|1139|1895,51|1099|1685,6999999999998|517|704,99|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201803----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Maart 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1501334|7167561,52|662148|3076070,71|811152|3938383,200000001|28034|153107,61000000002|
|||||||||
Bodemvissen :|||||||||
Totaal|1200937|6005379,63|524930|2516399,49|652778|3353434,2100000014|23229|135545,93000000002|
Schelvis|13177|24784,26000000001|4623|9496,17|8554|15288,089999999997|-|-|
Kabeljauw|19090|48986,19000000004|6858|18665,769999999993|12141|30076,829999999987|91|243,59000000000003|
Koolvis|466|781,7300000000001|144|282,96|322|498,77000000000004|-|-|
Wijting|43769|44450,630000000034|18380|19154,179999999997|25259|25206,58000000001|130|89,86999999999999|
Pollak|6532|21625,399999999994|1854|6787,1100000000015|4678|14838,289999999999|-|-|
Leng|3644|8644,930000000002|1179|3172,12|2465|5472,81|-|-|
Heek|3382|8455,619999999999|600|1963,12|2782|6492,500000000003|-|-|
Steenbolk|43288|24312,75|15104|8883,800000000001|27840|15183,21|344|245,73999999999998|
Schol|189380|443197,67999999993|110624|255305,68000000005|75427|181207,34|3329|6684,659999999999|
Bot|30021|30203,43000000001|22047|22851,48000000001|6472|6184,36|1502|1167,5900000000001|
Schar|20336|18450,549999999992|8756|8093,97|10820|9748,12|760|608,4599999999999|
Tong|273114|3223302,1199999982|115977|1332752,8499999999|148403|1788831,7800000012|8734|101717,49|
Tarbot|17621|266410,5799999999|7917|122245,48|9597|142547,52000000014|107|1617,5800000000002|
Griet|24862|225227,40000000037|10725|103226,03|13566|116194,83|571|5806,54|
Tongschar|49338|277709,40000000014|15289|90187,12000000001|33934|186746,92000000004|115|775,36|
Schartong|35276|71091,97000000004|8662|19421,12|26614|51670,850000000006|-|-|
Heilbot|82|1054,1200000000001|55|697,48|27|356,64000000000004|-|-|
Hondstong|15829|24834,44|3704|6801,34|12125|18033,100000000002|-|-|
Rog|77877|256902,96000000008|36813|126681,3000000001|40854|129643,45000000016|210|578,21|
Rode poon|109797|208029,78000000003|51935|112819,88000000003|53116|85265,54000000001|4746|9944,359999999999|
Grauwe poon|3009|1075,7500000000002|1706|653,53|1303|422,21999999999997|-|-|
Engelse poon|77395|79157,49000000002|26329|26715,54|50072|51224,57000000001|994|1217,3799999999999|
Zeewolf|81|364,98999999999995|13|53,12|68|311,87|-|-|
Zeeduivel|48123|512475,0299999995|12699|138704,10999999984|35285|371969,63000000006|139|1801,29|
Kongeraal|5408|4558,359999999999|1949|1604,3999999999996|3441|2938,48|18|15,48|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|10848|55406,98999999998|3954|26822,009999999987|6806|28241,64999999998|88|343,33000000000004|
Zeebaars|3|35,42|-|-|-|-|3|35,42|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|60994|35603,01|29735|16432,830000000005|30185|18778,840000000004|1074|391,34|
Zandhaai|404|183|17|3,83|387|179,17000000000002|-|-|
Andere soorten|17791|88063,64999999998|7282|35921,160000000025|10235|49880,25000000003|274|2262,24|
|||||||||
Pelagische vis :|||||||||
Totaal|16496|10893,79|13502|8526,73|2982|2363,13|12|3,93|
Horsmakereel|2942|1423,54|2917|1401,79|25|21,75|-|-|
Haring|6489|1989,71|5580|1851|897|134,78|12|3,93|
Makreel|7065|7480,540000000001|5005|5273,9400000000005|2060|2206,6|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|283901|1151288,0999999992|123716|551144,4899999998|155392|582585,86|4793|17557,75|
Garnaal|5757|60815,33000000001|5514|56819,9|-|-|243|3995,43|
Langoestine geheel|1097|8501,03|1025|7949,2|72|551,83|-|-|
Langoestine staartje|78|1135,3300000000002|76|1112,89|2|22,44|-|-|
Noordzeekrab|2250|12470,660000000009|842|4945,209999999999|1347|7357,659999999999|61|167,79000000000002|
Zeekreeft|63|663,9499999999999|45|475,9199999999999|16|164,03|2|24|
Andere schaaldieren|1659|1654,6999999999998|230|395,7800000000001|1371|1121,6999999999998|58|137,22|
Schelpen|87482|242254,84999999995|34984|103882,56999999998|49388|130049,82999999999|3110|8322,45|
Inktvis|179352|811845,5999999994|78349|370052,5699999999|100535|439212,15|468|2580,8799999999997|
Wulk|6163|11946,65|2651|5510,45|2661|4106,22|851|2329,98|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201804----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - April 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1296235|5881004,42|432389|1915447,4100000004|827174|3800197,679999999|36672|165359,33000000005|
|||||||||
Bodemvissen :|||||||||
Totaal|1179441|5387565,930000001|382672|1616911,8400000003|761725|3621189,3299999987|35044|149464,76000000004|
Schelvis|15294|25500,929999999986|4758|7477,300000000001|10502|17955,909999999993|34|67,72|
Kabeljauw|30756|77991,21000000006|9502|23881,40999999999|20759|52438,37999999995|495|1671,4199999999996|
Koolvis|409|456,4199999999999|137|182,09|272|274,33000000000004|-|-|
Wijting|23603|26225,350000000028|8644|9024,520000000002|14771|17082,599999999995|188|118,23|
Pollak|3399|11464,029999999999|933|2863,9900000000002|2466|8600,039999999997|-|-|
Leng|2899|6104,909999999999|967|1667,1700000000008|1932|4437,74|-|-|
Heek|3545|8115,480000000001|1008|1883,1799999999998|2532|6224,550000000001|5|7,75|
Steenbolk|15533|10485,270000000004|3844|2784,65|11625|7672,96|64|27,66|
Schol|270458|610444,2100000008|82889|190268,16000000018|180097|406053,93999999977|7472|14122,110000000006|
Bot|37090|35989,32000000001|24530|25219,72|5638|5439,68|6922|5329,919999999999|
Schar|22277|19311,520000000004|6609|5165,970000000002|14573|13180,420000000002|1095|965,13|
Tong|256947|2712757,3499999987|79728|813800,9500000001|167237|1795983,2999999986|9982|102973,10000000003|
Tarbot|22802|263447,24000000005|6040|75330,93999999999|16603|185896,22999999984|159|2220,0699999999997|
Griet|18840|164101,78999999983|5890|53075,15000000001|12607|108130,13999999997|343|2896,5|
Tongschar|82046|377079,88999999984|24275|103419,69|57632|272506,4900000001|139|1153,71|
Schartong|21530|34312,200000000026|5986|8303,739999999998|15541|26004,020000000008|3|4,44|
Heilbot|211|2588,4599999999996|68|839,5799999999999|143|1748,8799999999999|-|-|
Hondstong|7146|13446,39999999999|1768|3181,9100000000003|5378|10264,489999999996|-|-|
Rog|117228|236407,85999999996|40620|79314,97|72528|147620,81000000008|4080|9472,080000000002|
Rode poon|52834|108286,79000000001|21928|39560,729999999996|30710|68095,34000000001|196|630,72|
Grauwe poon|3535|1069,59|1217|403,84|2297|660,8000000000001|21|4,95|
Engelse poon|32280|29594,189999999988|7215|6143,280000000001|25052|23441,629999999986|13|9,280000000000001|
Zeewolf|1111|3488,31|282|906,3899999999999|829|2581,9199999999996|-|-|
Zeeduivel|40863|431470,7299999999|10353|107867,08999999998|30424|322651,72999999986|86|951,9100000000001|
Kongeraal|1628|1960,3899999999999|538|584,11|1090|1376,28|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|8747|62193,859999999964|1837|10712,890000000003|6898|51404,350000000035|12|76,62|
Zeebaars|2403|24097,450000000004|904|8686,82|1019|9826,069999999998|480|5584,5599999999995|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|66730|21557,79|24655|7639,74|38880|12837,16|3195|1080,8899999999999|
Zandhaai|807|209,71|198|43,77|562|148,75|47|17,19|
Andere soorten|16490|67407,27999999996|5349|26678,089999999997|11128|40650,39|13|78,8|
|||||||||
Pelagische vis :|||||||||
Totaal|4921|3573,3900000000003|837|643,8|3997|2908,12|87|21,47|
Horsmakereel|2617|1392,32|445|304,85|2167|1086,02|5|1,45|
Haring|537|308,5|189|61,7|266|226,78000000000003|82|20,02|
Makreel|1745|1807,23|203|277,25|1542|1529,98|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|22|65,34|-|-|22|65,34|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|111873|489865,1|48880|297891,77|61452|176100,22999999998|1541|15873,1|
Garnaal|18971|202859,94|18168|191049,68|91|593,32|712|11216,94|
Langoestine geheel|3374|29604,75|2869|25204,270000000004|505|4400,48|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|1821|14559,670000000004|610|4671,279999999999|1210|9887,32|1|1,07|
Zeekreeft|48|659,0799999999998|21|226,44|27|432,64|-|-|
Andere schaaldieren|1243|1766,0300000000002|321|795,23|916|966,9599999999998|6|3,84|
Schelpen|53196|101088,41|17358|32923,4|35821|68116,67|17|48,34|
Inktvis|31510|135205,39999999997|8855|41684,939999999995|22247|90274,95999999996|408|3245,5|
Wulk|1710|4121,82|678|1336,5300000000002|635|1427,88|397|1357,41|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201805----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Mei 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1006948|4271819,250000001|558060|2410202,4799999986|433212|1750052,1200000003|15676|111564,65000000002|
|||||||||
Bodemvissen :|||||||||
Totaal|946787|3954405,340000001|519078|2209014,4199999985|418219|1696329,6000000003|9490|49061,32|
Schelvis|12833|19000,780000000017|7608|12013,970000000003|5225|6986,8099999999995|-|-|
Kabeljauw|34435|78767,74999999996|13252|32298,28000000001|20979|45883,630000000005|204|585,8399999999999|
Koolvis|752|821,3899999999999|337|490,44000000000005|415|330,95|-|-|
Wijting|10390|11377,9|7963|8934,590000000004|2201|2308,669999999999|226|134,64|
Pollak|2737|9409,11|2325|7991,94|412|1417,1699999999998|-|-|
Leng|1301|2743,03|685|1324,4499999999998|616|1418,5800000000002|-|-|
Heek|2707|5513,749999999999|1635|3280,11|1072|2233,6400000000003|-|-|
Steenbolk|5444|3111,0100000000007|4201|2074,78|1237|1035,28|6|0,9500000000000001|
Schol|340465|775588,7499999998|170519|396727,57999999955|168954|377233,34|992|1627,83|
Bot|13757|12663,500000000002|10387|9871,21|1986|1926,81|1384|865,4800000000001|
Schar|17890|16637,910000000003|10487|9826,29|6063|5720,969999999999|1340|1090,6499999999999|
Tong|126232|1634669,3600000017|75096|942560,6799999994|48350|657918,6600000001|2786|34190,02|
Tarbot|28647|310722,55999999965|17035|184241,65999999977|11515|125327,79|97|1153,11|
Griet|10916|101745,98999999996|7204|65437,11000000003|3528|34779,229999999996|184|1529,6499999999999|
Tongschar|56317|232956,01|24652|97583,14999999998|31665|135372,86000000002|-|-|
Schartong|24352|34503,58|13644|18615,620000000003|10708|15887,960000000003|-|-|
Heilbot|122|1561,5899999999997|50|646,5|72|915,0899999999999|-|-|
Hondstong|3458|7034,830000000001|1911|3820,89|1547|3213,94|-|-|
Rog|137705|257534,73|79363|149932,99999999983|57716|106343,18000000005|626|1258,55|
Rode poon|17449|32919,29|12363|24852,739999999987|5001|7870,4800000000005|85|196,06999999999996|
Grauwe poon|3625|1126,78|2487|760,28|1138|366,49999999999994|-|-|
Engelse poon|6689|5455,329999999998|4669|3954,52|2020|1500,8099999999997|-|-|
Zeewolf|2015|5917,670000000001|532|2065,69|1483|3851,9800000000005|-|-|
Zeeduivel|24121|273525,0499999999|13613|150949,21|10508|122575,84|-|-|
Kongeraal|1247|1230,68|655|658,53|592|572,1499999999999|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|4965|32307,21|3764|27359,180000000004|1197|4936,509999999999|4|11,52|
Zeebaars|1073|12574,949999999999|459|5126,360000000001|150|1676,6600000000003|464|5771,930000000001|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|34900|18751,739999999998|20084|10896,159999999998|13793|7280,569999999999|1023|575,01|
Zandhaai|787|336,69|753|328,22|11|3,41|23|5,06|
Andere soorten|19456|53896,41999999998|11345|34391,27999999999|8065|19440,13|46|65,00999999999999|
|||||||||
Pelagische vis :|||||||||
Totaal|6851|6333,650000000001|6291|5743,95|180|397,31000000000006|380|192,39000000000001|
Horsmakereel|4514|1556,79|4122|1364,22|20|4,6|372|187,97000000000003|
Haring|128|70,62|120|66,2|-|-|8|4,42|
Makreel|1829|3428,0400000000004|1669|3035,33|160|392,71000000000004|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|380|1278,2|380|1278,2|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|53310|311080,26000000007|32691|195444,11000000002|14813|53325,21000000001|5806|62310,94000000002|
Garnaal|15973|173163,82000000004|10651|113037,10999999999|-|-|5322|60126,710000000014|
Langoestine geheel|5256|42888,770000000004|3142|25823,769999999997|2114|17065|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|2734|18094,62|1440|9738,11|1294|8356,510000000002|-|-|
Zeekreeft|150|2247,9899999999993|64|881,4600000000002|86|1366,5300000000002|-|-|
Andere schaaldieren|1450|1429,1200000000003|932|780,12|518|649|-|-|
Schelpen|20521|51060,829999999994|12532|32535,26|7989|18525,570000000007|-|-|
Inktvis|6170|19810,710000000003|3408|11685,80000000001|2439|6589,22|323|1535,6899999999998|
Wulk|1056|2384,4|522|962,48|373|773,3799999999999|161|648,54|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201806----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juni 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|923454|4588389,610000001|406645|1974040,9|494573|2489242,4200000004|22236|125106,29000000001|
|||||||||
Bodemvissen :|||||||||
Totaal|842477|4208669,150000001|365150|1745333,5599999998|462543|2397055,9800000004|14784|66279,61|
Schelvis|6800|13307,21|2879|6798,610000000001|3921|6508,599999999999|-|-|
Kabeljauw|5242|18196,68|2282|8175,989999999999|2876|9696,47|84|324,22|
Koolvis|64|152,23000000000005|41|104,66999999999999|23|47,559999999999995|-|-|
Wijting|6654|9641,46|5096|7534,74|1401|1890,6100000000001|157|216,11|
Pollak|505|2295,13|333|1617,25|172|677,88|-|-|
Leng|388|1006,77|126|347,15000000000003|262|659,6200000000001|-|-|
Heek|3188|6836,31|750|1778,7200000000005|2438|5057,59|-|-|
Steenbolk|6956|4109,8099999999995|5005|2777,9200000000005|1809|1178,63|142|153,26|
