-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2018|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2018||||||||||||
||Januari|201801|Mei|201805|September|201809|||||||
||Februari|201802|Juni|201806|Oktober|201810|||||||
||Maart|201803|Juli|201807|November|201811|||||||
||April|201804|Augustus|201808|December|201812|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201801----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Schol|342734|819349,7600000002|154667|389680,48999999993|181967|415337,7399999998|6100|14331,529999999999|
Bot|7727|6875,580000000001|5087|4792,099999999999|1661|1531,4099999999999|979|552,07|
Schar|15146|14402,29|7388|6871,999999999999|7583|7370,709999999998|175|159,58|
Tong|170510|2157009,2000000007|64573|819745,0400000004|103119|1297250,3400000008|2818|40013,82|
Tarbot|31375|314115,36|16164|163666,3399999999|14847|146352,16000000006|364|4096,860000000001|
Griet|9396|93871,11999999997|5169|53593,1|4096|38873,920000000006|131|1404,1|
Tongschar|24940|100273,18999999999|7648|32702,83000000001|17185|66911,45|107|658,9100000000001|
Schartong|32482|43908,450000000004|9187|11924,130000000001|23295|31984,320000000007|-|-|
Heilbot|179|2350,39|115|1553,89|64|796,5|-|-|
Hondstong|3301|7522,7599999999975|1529|3692,38|1772|3830,379999999999|-|-|
Rog|75190|171614,31000000008|36504|88903,87|37274|79879,63000000002|1412|2830,8100000000004|
Rode poon|15387|28616,820000000018|6776|13780,119999999997|8526|14737,1|85|99,6|
Grauwe poon|4614|1269,9099999999996|1437|409,78000000000003|3177|860,1299999999999|-|-|
Engelse poon|1834|1235,9499999999998|800|518,62|1016|701,75|18|15,58|
Zeewolf|52|168,29|-|-|52|168,29|-|-|
Zeeduivel|29868|306516,92000000016|7404|81699,49000000006|22421|224271,62|43|545,8100000000001|
Kongeraal|1034|1538,2999999999997|517|731,5500000000001|483|767,9900000000001|34|38,760000000000005|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|3905|19177,589999999986|956|5448,130000000001|2942|13701,779999999997|7|27,68|
Zeebaars|579|7962,880000000002|439|5710,130000000001|125|2062,4000000000005|15|190,35|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|29622|12966,060000000005|15736|5976,050000000001|11856|6426,510000000002|2030|563,5|
Zandhaai|301|62,489999999999995|178|30,02|61|17,25|62|15,22|
Andere soorten|12504|42315,929999999986|6364|24768,450000000004|6119|17505,640000000003|21|41,84|
|||||||||
Pelagische vis :|||||||||
Totaal|395|704,37|93|220,77|109|443,76|193|39,84|
Horsmakereel|251|65,55000000000001|54|25,77|8|3,4800000000000004|189|36,300000000000004|
Haring|1|0,18|-|-|-|-|1|0,18|
Makreel|143|638,64|39|195|101|440,28|3|3,3600000000000003|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|80582|379016,09|41402|228486,57000000007|31921|91742,68|7259|58786,84000000001|
Garnaal|24784|196834,78|17270|131026,62000000002|844|8440|6670|57368,16|
Langoestine geheel|8896|66954,14|6356|47720,979999999996|2540|19233,16|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|4560|15304,129999999996|1267|5692,3|3218|9329,679999999998|75|282,15|
Zeekreeft|261|2692,77|173|1704,9499999999998|88|987,8199999999999|-|-|
Andere schaaldieren|1538|956,0800000000002|1111|742,2600000000001|421|207,28|6|6,54|
Schelpen|14581|39370,95000000001|7654|21826,33|6713|17066,859999999997|214|477,76|
Inktvis|22284|52025,44|6723|18368,840000000007|15358|33149,17|203|507,43|
Wulk|3678|4877,799999999999|848|1404,29|2739|3328,71|91|144,8|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201807----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juli 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|917116|4728225,770000005|376649|1999666,6700000009|523579|2628269,4899999993|16888|100289,61000000002|
|||||||||
Bodemvissen :|||||||||
Totaal|829681|4296322,1700000055|323948|1739499,3300000008|494146|2498726,7499999995|11587|58096,09|
Schelvis|5384|11620,460000000001|2213|5273,699999999999|3171|6346,759999999999|-|-|
Kabeljauw|9243|27033,73|1431|4641,69|7811|22391,099999999988|1|0,94|
Koolvis|210|195,63000000000002|7|8,45|203|187,18|-|-|
Wijting|2808|4654,130000000001|1498|2743,5699999999997|1254|1821,0500000000004|56|89,51000000000002|
Pollak|261|1033,13|102|447,28|159|585,85|-|-|
Leng|478|1076,9800000000002|114|251,11999999999995|364|825,8599999999999|-|-|
Heek|4950|9114,51|2080|4135,43|2870|4979,079999999999|-|-|
Steenbolk|3657|2329,680000000001|1898|1065,6299999999999|1634|1148,6900000000003|125|115,36|
Schol|332502|802523,2500000009|122683|313166,83000000013|204882|477268,2200000002|4937|12088,2|
Bot|4543|3783,16|2891|2560,38|611|578,24|1041|644,5400000000002|
Schar|16566|11919,09|6167|4716,259999999998|10332|7132,549999999998|67|70,28|
Tong|187639|2364543,510000004|77405|995992,2100000007|108108|1338577,9500000002|2126|29973,35|
Tarbot|21879|234974,76999999996|7258|80617,48000000007|13973|148022,87999999992|648|6334,41|
Griet|10327|98588,68000000007|3923|39873,17000000001|6049|54954,03|355|3761,4799999999996|
Tongschar|33082|120684,49000000005|7970|30726,190000000006|24965|89092,14999999998|147|866,1500000000001|
Schartong|33584|43814,33000000001|13651|18470,390000000007|19933|25343,939999999995|-|-|
Heilbot|357|4077,609999999999|56|699,07|301|3378,5400000000004|-|-|
Hondstong|3966|9290,480000000001|1352|3324,7499999999995|2614|5965,73|-|-|
Rog|51401|93772,96000000002|24218|46524,82999999998|26307|45685,12999999998|876|1562,9999999999998|
Rode poon|14602|22974,58999999999|5259|8889,549999999997|9114|13411,650000000003|229|673,39|
Grauwe poon|13067|3158,5|5069|1136,3899999999999|7998|2022,11|-|-|
Engelse poon|1846|680,66|806|267,59000000000003|936|305,15999999999997|104|107,91|
Zeewolf|881|2336|39|131,62|842|2204,38|-|-|
Zeeduivel|38640|371479,47000000003|15645|151401,56000000008|22932|219273,66000000006|63|804,25|
Kongeraal|1235|2040,0700000000008|635|1287,6000000000004|579|749,32|21|3,15|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|1488|7615,61|555|2669,2100000000005|932|4943,53|1|2,87|
Zeebaars|352|3659,6300000000006|193|2133,9400000000005|155|1469,0099999999998|4|56,68000000000001|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|27972|10933,060000000001|16512|5748,98|10795|5039,880000000002|665|144,2|
Zandhaai|27|5,4|-|-|2|0,4|25|5|
Andere soorten|6734|26408,6|2318|10594,460000000001|4320|15022,72|96|791,42|
|||||||||
Pelagische vis :|||||||||
Totaal|169|141,37|94|14,75|-|-|75|126,61999999999999|
Horsmakereel|159|31,77|94|14,75|-|-|65|17,02|
Haring|-|-|-|-|-|-|-|-|
Makreel|-|-|-|-|-|-|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|10|109,6|-|-|-|-|10|109,6|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|87266|431762,23|52607|260152,59000000003|29433|129542,73999999998|5226|42066,90000000001|
Garnaal|33904|191961,94000000003|26347|121528,86000000002|3061|30452,32|4496|39980,76|
Langoestine geheel|16290|147284,41|9553|93793,04000000001|6737|53491,36999999998|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|6244|21003,699999999997|2025|9925,730000000003|4123|10692,349999999997|96|385,62|
Zeekreeft|255|3019,3199999999997|144|1488,57|111|1530,7500000000002|-|-|
Andere schaaldieren|131|163,12|73|150,95999999999998|53|6,36|5|5,8|
Schelpen|7763|17331,72999999999|3949|10334,050000000001|3515|6218,030000000002|299|779,65|
Inktvis|22210|50327,339999999975|10267|22560,05000000001|11663|26906,260000000006|280|861,03|
Wulk|469|670,6700000000001|249|371,3299999999999|170|245,3|50|54,04|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201808----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Augustus 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1098617|4654622,049999997|407248|1783857,4000000008|664541|2761057,979999999|26828|109706,66999999998|
|||||||||
Bodemvissen :|||||||||
Totaal|967325|4144942,7699999968|334121|1498788,9300000009|619780|2598236,889999999|13424|47916,95|
Schelvis|7168|13678,890000000001|2249|3951,8299999999995|4919|9727,060000000003|-|-|
Kabeljauw|39949|104318,71|8789|22855,229999999996|31153|81450,12999999998|7|13,350000000000001|
Koolvis|1006|798,03|68|87,05|938|710,9799999999998|-|-|
Wijting|3488|4414,640000000002|1223|1556,26|2214|2807,630000000002|51|50,75|
Pollak|855|3470,000000000001|143|697,24|712|2772,76|-|-|
Leng|762|1755,17|292|673,0600000000001|470|1082,11|-|-|
Heek|8783|16425,66|3306|6220,71|5477|10204,950000000003|-|-|
Steenbolk|3735|2229,13|1973|1028,95|1628|1141,33|134|58,85|
Schol|400248|1007283,5099999995|125843|328050,54000000004|267661|661516,3400000002|6744|17716,629999999997|
Bot|2495|2282,9500000000003|1692|1708,25|157|112,6|646|462,1000000000001|
Schar|17184|8807,270000000004|6972|3691,4199999999996|10184|5088,129999999999|28|27,72|
Tong|134016|1659101,6699999978|55664|665752,5600000008|77584|984338,1699999998|768|9010,94|
Tarbot|38034|408080,9899999999|12898|142594,49|23960|255059,8299999999|1176|10426,670000000002|
Griet|20427|165600,94|7520|60608,23999999999|12274|100427,4|633|4565,3|
Tongschar|34532|127245,05000000006|11008|38086,29|23246|88014,18999999997|278|1144,5700000000002|
Schartong|32494|39181,81999999996|10425|12160,889999999998|22069|27020,929999999997|-|-|
Heilbot|208|2481,6099999999997|101|1197,08|107|1284,5300000000002|-|-|
Hondstong|1802|4325,900000000001|715|2142,74|1087|2183,16|-|-|
Rog|123372|196520,50999999995|43549|71747,01999999999|78745|123470,85000000002|1078|1302,6399999999999|
Rode poon|14168|20648,849999999995|5669|8539,000000000002|7998|11324,940000000004|501|784,9100000000001|
Grauwe poon|7783|2035,4900000000005|3519|963,3599999999999|4264|1072,13|-|-|
Engelse poon|3271|1386,0600000000004|1466|606,03|1583|575,65|222|204,38000000000002|
Zeewolf|2207|6102,919999999999|307|1037,78|1900|5065,14|-|-|
Zeeduivel|24475|260406,60000000012|7068|78257,31000000001|17358|181636,67999999988|49|512,61|
Kongeraal|1234|1465,4199999999996|554|727,7099999999999|669|728,8|11|8,91|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|2218|16528,359999999997|1401|11038,77|794|5408,569999999997|23|81,02000000000001|
Zeebaars|616|5896,420000000001|363|3188,89|250|2661,81|3|45,720000000000006|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|27153|14229,95|12734|6283,990000000001|13614|7594,559999999999|805|351,4|
Zandhaai|54|11,01|4|0,9199999999999999|-|-|50|10,09|
Andere soorten|13588|48229,23999999999|6606|23335,32|6765|23755,530000000002|217|1138,3900000000003|
|||||||||
Pelagische vis :|||||||||
Totaal|2405|4034,6000000000004|1724|2829,7200000000003|679|1201,88|2|3|
Horsmakereel|820|374,78|506|238,38|314|136,4|-|-|
Haring|3|10,2|-|-|3|10,2|-|-|
Makreel|1582|3649,6200000000003|1218|2591,34|362|1055,2800000000002|2|3|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|128887|505644,67999999993|71403|282238,74999999994|44082|161619,21|13402|61786,719999999994|
Garnaal|56650|229497,77|42086|148605,40999999995|4656|34150,17|9908|46742,189999999995|
Langoestine geheel|15747|107263,09999999998|10519|78198,38|5228|29064,719999999998|-|-|
Langoestine staartje|3909|29570,159999999996|740|5659,71|3169|23910,449999999993|-|-|
Noordzeekrab|16407|25119,940000000002|4339|9446,52|11953|15280,720000000005|115|392,7|
Zeekreeft|483|5687,780000000001|283|3567,95|200|2119,8300000000004|-|-|
Andere schaaldieren|343|344,67999999999995|218|228,65000000000003|105|78,38999999999999|20|37,64|
Schelpen|10250|20972,23|4701|8861,650000000001|4927|10709,890000000001|622|1400,69|
Inktvis|24273|85929,15|8184|27083,1|13352|45632,549999999996|2737|13213,500000000002|
Wulk|825|1259,8700000000003|333|587,38|492|672,4900000000001|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201809----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - September 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1120703|4531778,8599999985|372198|1428337,88|722865|2998776,989999998|25640|104663,98999999999|
|||||||||
Bodemvissen :|||||||||
Totaal|854533|3611719,9299999992|191860|822255,28|660909|2779484,469999998|1764|9980,18|
Schelvis|4672|9099,050000000001|621|1189,21|4051|7909,840000000001|-|-|
Kabeljauw|63931|181309,04999999993|8025|26388,11|55863|154803,46000000005|43|117,48|
Koolvis|1214|1320,4200000000003|77|106,50999999999999|1137|1213,91|-|-|
Wijting|6618|11286,450000000003|2052|2734,62|4560|8549,319999999996|6|2,51|
Pollak|1284|5517,21|79|448,9|1205|5068,310000000001|-|-|
Leng|1127|2938,080000000001|140|305,43000000000006|987|2632,6499999999996|-|-|
Heek|7588|19339,200000000008|1500|4169,35|6088|15169,85|-|-|
Steenbolk|4716|3087,5999999999995|1271|1280,85|3445|1806,7499999999995|-|-|
Schol|382304|1042873,7199999993|87203|249153,93000000005|294866|793361,7999999996|235|357,99000000000007|
Bot|4168|3556,04|2213|2015,5400000000004|1293|1001,0500000000002|662|539,4499999999999|
Schar|18517|13007,119999999999|4286|2898,61|14089|9968,360000000002|142|140,15|
Tong|75745|1060168,7899999998|17838|249544,78999999995|57338|802255,7699999993|569|8368,23|
Tarbot|33390|328452,38000000024|8807|86740,81999999999|24570|241595,70999999993|13|115,85000000000001|
Griet|17461|139127,69000000012|4555|36566,64999999999|12906|102561,04000000002|-|-|
Tongschar|43271|183837,32000000004|6071|26279,07|37200|157558,24999999997|-|-|
Schartong|18115|36723,240000000005|1553|4050,96|16562|32672,28000000001|-|-|
Heilbot|312|3578,2900000000013|95|1068,18|217|2510,11|-|-|
Hondstong|1428|4141,820000000001|73|231,91|1355|3909,909999999999|-|-|
Rog|87797|183483,81999999998|20527|47501,89000000001|67267|135974,2799999999|3|7,65|
Rode poon|13410|23516,22|3411|6820,96|9999|16695,26|-|-|
Grauwe poon|1241|300,86999999999995|379|91,34|862|209,53000000000003|-|-|
Engelse poon|4107|2459,8199999999993|2433|1284,56|1674|1175,2599999999998|-|-|
Zeewolf|3355|10249,879999999997|244|963,8399999999999|3111|9286,04|-|-|
Zeeduivel|15131|197971,48000000004|1343|17699,110000000008|13788|180272,3699999999|-|-|
Kongeraal|1542|2037,7700000000002|400|648,73|1142|1389,04|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|8007|49113,00999999998|3792|19975,429999999997|4215|29137,580000000005|-|-|
Zeebaars|793|9162,13|367|4210,17|405|4670,36|21|281,6|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|18311|19227,199999999997|7319|6740,28|10992|12486,920000000002|-|-|
Zandhaai|182|57,07|7|2,17|114|39,92|61|14,98|
Andere soorten|14796|64777,189999999966|5179|21143,36|9608|43599,54|9|34,290000000000006|
|||||||||
Pelagische vis :|||||||||
Totaal|12671|16387,819999999996|5019|5234,780000000001|7571|10991,04|81|162,00000000000003|
Horsmakereel|4518|2072,0699999999997|1261|566,21|3257|1505,8600000000001|-|-|
Haring|-|-|-|-|-|-|-|-|
Makreel|7603|12850,619999999997|3663|4316,14|3859|8372,480000000001|81|162,00000000000003|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|550|1465,13|95|352,43|455|1112,6999999999998|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|253499|903671,1099999996|175319|600847,8199999997|54385|208301,47999999995|23795|94521,81|
Garnaal|170696|566571,2799999997|142217|444121,0199999998|4745|28183,47|23734|94266,79|
Langoestine geheel|8696|50550,56000000001|4735|33575,92|3961|16974,64|-|-|
Langoestine staartje|6188|43156,59|2787|20780,8|3401|22375,79|-|-|
Noordzeekrab|16553|18219,709999999995|2501|3532,9000000000005|14052|14686,809999999996|-|-|
Zeekreeft|187|2408,73|29|439,29|158|1969,44|-|-|
Andere schaaldieren|426|253,63|259|140,01|167|113,62|-|-|
Schelpen|11825|33490,350000000006|5725|16788,77|6100|16701,579999999994|-|-|
Inktvis|37278|186424,38999999998|16057|79864,04000000001|21160|106305,32999999999|61|255,02|
Wulk|1650|2595,87|1009|1605,0700000000002|641|990,8|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201810----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Oktober 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1410291|5615677,29|602678|2292819,2300000004|760354|3155053,0799999996|47259|167804,98|
|||||||||
Bodemvissen :|||||||||
Totaal|1020325|4282896,5|341088|1395991,1800000004|671536|2852393,1099999994|7701|34512,210000000014|
Schelvis|2480|6338,330000000002|349|1049,23|2131|5289,100000000002|-|-|
Kabeljauw|77985|212339,9700000001|16246|48178,139999999985|61401|163119,34000000005|338|1042,49|
Koolvis|532|609,75|83|113,13999999999999|449|496,60999999999996|-|-|
Wijting|4729|6127,829999999996|1720|2239,6699999999996|2776|3700,54|233|187,62000000000003|
Pollak|1513|6621,609999999999|285|1194,8799999999999|1228|5426,73|-|-|
Leng|1323|3576,3100000000004|182|485,93999999999994|1141|3090,3699999999994|-|-|
Heek|4208|13419,989999999993|1284|3507,87|2924|9912,12|-|-|
Steenbolk|9032|9802,489999999998|6600|7307,349999999999|2255|2214,47|177|280,67|
Schol|443444|1318075,4199999985|145684|437621,8100000002|297036|878849,97|724|1603,6399999999996|
Bot|9403|9286,029999999999|5669|5875,330000000001|2231|2242,57|1503|1168,1299999999999|
Schar|17696|19247,23000000001|4758|5214,260000000001|11375|12511,520000000004|1563|1521,4499999999998|
Tong|107021|1261457,500000001|37482|429313,30000000005|67721|807828,4300000002|1818|24315,77000000001|
Tarbot|33135|310922,8600000003|10879|99040,21000000005|22114|210778,3299999999|142|1104,32|
Griet|17996|134910,37999999998|6605|47990,11999999997|11346|86601,07000000004|45|319,19|
Tongschar|42991|209995,29999999987|11339|56528,97999999998|31652|153466,31999999998|-|-|
Schartong|32916|82663,43|6772|16570,62|26144|66092,80999999998|-|-|
Heilbot|79|960,27|47|558,25|32|402,02000000000004|-|-|
Hondstong|5467|10716,409999999994|2851|5323,48|2616|5392,930000000002|-|-|
Rog|79890|175738,62999999998|22920|58057,019999999946|56958|117645,72999999998|12|35,88|
Rode poon|34016|43630,69|16500|23016,190000000002|17158|20255,53000000001|358|358,97|
Grauwe poon|1332|300,14|452|96,42|880|203,72|-|-|
Engelse poon|10837|5178,040000000001|7986|3896,3500000000013|2815|1268,19|36|13,5|
Zeewolf|2619|8913,19|488|1869,52|2131|7043,67|-|-|
Zeeduivel|24387|293593,24999999994|5741|65600,05999999998|18640|227905,5299999999|6|87,66|
Kongeraal|1442|1808,64|460|767,0099999999999|982|1041,63|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|6586|36251,50999999999|4547|26198,99|2038|10050,44|1|2,08|
Zeebaars|800|8288,710000000001|259|2755,489999999999|424|4236,32|117|1296,8999999999999|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|29914|16478,7|14915|9440,919999999998|14743|6841,87|256|195,91|
Zandhaai|178|76,89999999999999|-|-|100|46,15|78|30,75|
Andere soorten|16374|75566,99000000003|7985|36180,63000000001|8095|38439,080000000016|294|947,2799999999999|
|||||||||
Pelagische vis :|||||||||
Totaal|8565|14710,3|6810|12315,27|1750|2385,08|5|9,95|
Horsmakereel|2316|1464,3400000000001|1686|1088,26|630|376,08000000000004|-|-|
Haring|-|-|-|-|-|-|-|-|
Makreel|6176|12980,839999999998|5051|10961,89|1120|2009|5|9,95|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|73|265,12|73|265,12|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|381401|1318070,49|254780|884512,78|87068|300274,89|39553|133282,82|
Garnaal|265283|812695,28|189605|564884,7600000001|40897|131065,53000000001|34781|116744,99|
Langoestine geheel|7513|59822,18|5464|49085,47000000001|2049|10736,710000000003|-|-|
Langoestine staartje|5852|42649,83|3612|27257,620000000003|2240|15392,210000000001|-|-|
Noordzeekrab|12227|24830,34000000002|3324|8490,050000000001|8903|16340,289999999999|-|-|
Zeekreeft|153|1897,59|118|1618,1799999999998|35|279,41|-|-|
Andere schaaldieren|439|386,93000000000006|160|127,06|279|259,87|-|-|
Schelpen|10967|30577,27999999999|6763|18782,689999999995|3690|10363,009999999997|514|1431,58|
Inktvis|73075|335185,68000000005|43230|209648,1999999998|25677|110567,57999999997|4168|14969,9|
Wulk|5892|10025,380000000001|2504|4618,75|3298|5270,28|90|136,35|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201811----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - November 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1446257|5784776,090000002|702725|2730195,5199999996|679212|2838371,0700000008|64320|216209,50000000003|
|||||||||
Bodemvissen :|||||||||
Totaal|1137112|4765124,410000001|493073|2042300,0599999996|623027|2634917,0100000007|21012|87907,34000000003|
Schelvis|2930|5762,27|1194|2232,8199999999997|1736|3529,4499999999994|-|-|
Kabeljauw|59843|158891,6700000001|14149|37813,80999999998|45560|120694,67|134|383,1899999999999|
Koolvis|890|1157,2499999999998|264|382,33|626|774,92|-|-|
Wijting|11181|13260,319999999996|5236|6632,230000000001|4255|5435,569999999999|1690|1192,5200000000002|
Pollak|1286|5172|272|1114,72|1014|4057,28|-|-|
Leng|2145|4986,78|831|1714,2099999999998|1314|3272,5700000000006|-|-|
Heek|2738|6660,71|926|2532,3399999999997|1812|4128,370000000002|-|-|
Steenbolk|6348|5606,65|4024|3440,9099999999994|1967|1633,47|357|532,27|
Schol|445218|1262951,0800000012|190878|536255,78|247953|709937,4699999996|6387|16757,830000000005|
Bot|4402|4402,030000000001|3289|3417,16|42|40,74|1071|944,1300000000001|
Schar|22000|27581,409999999996|8430|7768,219999999998|12026|18510,189999999995|1544|1303|
Tong|154174|1690384,9|71372|774320,6699999997|78364|865258,4100000012|4438|50805,82000000001|
Tarbot|28703|299264,59000000014|15070|155426,42000000007|13228|140333,6400000001|405|3504,5299999999997|
Griet|20944|159727,2299999998|10329|76625,75000000001|10031|79422,96000000002|584|3678,52|
Tongschar|46957|228652,02999999997|13326|61393,96999999995|33510|166554,37000000008|121|703,69|
Schartong|54350|157003,08|17080|45097,829999999994|37270|111905,24999999999|-|-|
Heilbot|132|1552,3600000000001|86|950,05|46|602,31|-|-|
Hondstong|2980|6524,999999999999|1391|3368,9100000000003|1589|3156,09|-|-|
Rog|110529|223880,88000000006|46588|94630,06|63609|128512,34000000004|332|738,48|
Rode poon|55985|54515,220000000016|37198|40870,42000000002|16898|12256,290000000003|1889|1388,51|
Grauwe poon|1647|376,15999999999997|352|85,15|1295|291,01|-|-|
Engelse poon|8224|3648,6400000000003|5196|2513,5899999999997|2921|1074,81|107|60,239999999999995|
Zeewolf|2974|10541,37|788|2816,9900000000007|2186|7724,379999999999|-|-|
Zeeduivel|25454|288739,1300000001|8972|95490,38999999997|16442|192764,69999999998|40|484,03999999999996|
Kongeraal|2351|2229,439999999999|1285|1355,53|1066|873,91|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|6034|23443,980000000007|3690|17192,31|2308|6173,339999999998|36|78,33|
Zeebaars|1376|14149,74999999999|784|8023,990000000003|429|4125,4400000000005|163|2000,3199999999997|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|35478|17385,03|20256|9693,880000000001|14029|6983,459999999999|1193|707,69|
Zandhaai|96|43,27|-|-|-|-|96|43,27|
Andere soorten|19743|86630,17999999998|9817|49139,619999999995|9501|34889,59999999997|425|2600,96|
|||||||||
Pelagische vis :|||||||||
Totaal|2906|4576,98|1430|2098,19|1243|2240,3599999999997|233|238,43|
Horsmakereel|924|531,3000000000001|883|497,62|41|33,68|-|-|
Haring|964|1055,28|9|7,29|722|809,56|233|238,43|
Makreel|1018|2990,4|538|1593,28|480|1397,12|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
